jahr,gemeinde_nummer,gemeinde,bfs_bezirk,bezirk,nationalitaet_code,nationalitaet,anzahl_personen
2022,2895,Waldenburg,1305,Bezirk Waldenburg,2,Ausland,353
2023,2763,Arlesheim,1301,Bezirk Arlesheim,1,Schweiz,7365
2023,2763,Arlesheim,1301,Bezirk Arlesheim,2,Ausland,2042
2023,2770,Muttenz,1301,Bezirk Arlesheim,1,Schweiz,14028
2023,2770,Muttenz,1301,Bezirk Arlesheim,2,Ausland,4224
2023,2821,Arisdorf,1303,Bezirk Liestal,1,Schweiz,1489
2023,2821,Arisdorf,1303,Bezirk Liestal,2,Ausland,245
2023,2822,Augst,1303,Bezirk Liestal,1,Schweiz,800
2023,2822,Augst,1303,Bezirk Liestal,2,Ausland,293
2023,2829,Liestal,1303,Bezirk Liestal,1,Schweiz,11027
2023,2829,Liestal,1303,Bezirk Liestal,2,Ausland,4797
2023,2841,Anwil,1304,Bezirk Sissach,1,Schweiz,502
2023,2841,Anwil,1304,Bezirk Sissach,2,Ausland,40
2023,2849,Itingen,1304,Bezirk Sissach,1,Schweiz,1887
2023,2849,Itingen,1304,Bezirk Sissach,2,Ausland,516
2023,2861,Sissach,1304,Bezirk Sissach,1,Schweiz,5606
2023,2861,Sissach,1304,Bezirk Sissach,2,Ausland,1282
2023,2895,Waldenburg,1305,Bezirk Waldenburg,1,Schweiz,769
2023,2895,Waldenburg,1305,Bezirk Waldenburg,2,Ausland,368
2024,2763,Arlesheim,1301,Bezirk Arlesheim,1,Schweiz,7336
2024,2763,Arlesheim,1301,Bezirk Arlesheim,2,Ausland,2025
2024,2770,Muttenz,1301,Bezirk Arlesheim,1,Schweiz,14030
2024,2770,Muttenz,1301,Bezirk Arlesheim,2,Ausland,4279
2024,2821,Arisdorf,1303,Bezirk Liestal,1,Schweiz,1489
2024,2821,Arisdorf,1303,Bezirk Liestal,2,Ausland,281
2024,2822,Augst,1303,Bezirk Liestal,1,Schweiz,790
2024,2822,Augst,1303,Bezirk Liestal,2,Ausland,313
2024,2829,Liestal,1303,Bezirk Liestal,1,Schweiz,11069
2024,2829,Liestal,1303,Bezirk Liestal,2,Ausland,4959
2024,2841,Anwil,1304,Bezirk Sissach,1,Schweiz,505
2024,2841,Anwil,1304,Bezirk Sissach,2,Ausland,44
2024,2849,Itingen,1304,Bezirk Sissach,1,Schweiz,1931
2024,2849,Itingen,1304,Bezirk Sissach,2,Ausland,547
2024,2861,Sissach,1304,Bezirk Sissach,1,Schweiz,5619
2024,2861,Sissach,1304,Bezirk Sissach,2,Ausland,1280
2024,2895,Waldenburg,1305,Bezirk Waldenburg,1,Schweiz,773
2024,2895,Waldenburg,1305,Bezirk Waldenburg,2,Ausland,389
