jahr,gemeinde,ds10060_1_person,ds10060_2_personen,ds10060_3_personen,ds10060_4_personen,ds10060_5_personen,ds10060_6_oder_mehr_personen,ds10080_ausland,ds10080_schweiz,ds10180_unternehmensneugruendungen,ds10180_unternehmensschliessungen,ds10200_jahr_raw,ds10200_bfs_nummer,ds10230_jahr_raw,ds10230_bfs_nummer,ds10230_neu_erstellte_wohnungen,ds10580_steuerfuss_ertrag_juristische_personen_prozent,ds10580_steuerfuss_kapital_juristische_personen_prozent,ds10580_steuerfuss_natuerliche_personen_prozent,ds10580_steuersatz_ertrag_juristische_personen_prozent,ds10580_steuersatz_kapital_juristische_personen_promille,ds10630_anzahl_steuerpflichtige,ds10630_steuerbares_einkommen_chf,ds10680_jahr_raw,ds10680_quartal,ds10680_gemeinde_nummer,ds10680_bezirk_nummer,ds10680_anfangsbestand,ds10680_geburten,ds10680_todesfaelle,ds10680_geburtenueberschuss,ds10680_zuzuege,ds10680_wegzuege,ds10680_wanderungssaldo,ds10680_bereinigung_saldo,ds10680_gesamtveraenderung,ds10680_endbestand,ds12070_jahr_raw,ds12070_bfs_nummer,ds12880_jahr_raw,ds12880_quartal,ds12880_bfs_code_gemeinde,ds12880_anzahl_bewilligungen,ds12900_jahr_raw,ds12900_quartal,ds12900_bfs_code_gemeinde,ds12900_anzahl_bauprojekte,ds13010_1_2,ds13010_3,ds13010_4,ds13010_5,ds13010_total,ds13030_andere_situation_unbekannt,ds13030_genossenschafter_innen,ds13030_hauseigentuemer_innen,ds13030_mieter_innen_oder_untermieter_innen,ds13030_stockwerk_wohnungseigentuemer_innen,ds13030_total
2025,Therwil,,,,,,,,,,,,,,,,55.0,55.0,52.0,,,,,6075.0,6.0,8325.0,3903.0,30484.0,53.0,92.0,-39.0,472.0,419.0,53.0,0.0,14.0,30498.0,,,4050.0,3.0,5550.0,21.0,4050.0,3.0,5550.0,18.0,,,,,,,,,,,
1975,Thürnen,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976,Thürnen,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1977,Thürnen,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1978,Thürnen,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1979,Thürnen,,,,,,,,,,,1979.0,2864.0,,,,,,65.0,,,,,,,,,,,,,,,,,,,1979.0,2864.0,,,,,,,,,,,,,,,,,,,
1980,Thürnen,,,,,,,133.0,801.0,,,1980.0,2864.0,,,,,,65.0,,,,,,,,,,,,,,,,,,,1980.0,2864.0,,,,,,,,,,,,,,,,,,,
1981,Thürnen,,,,,,,134.0,810.0,,,1981.0,2864.0,,,,,,65.0,,,,,,,,,,,,,,,,,,,1981.0,2864.0,,,,,,,,,,,,,,,,,,,
1982,Thürnen,,,,,,,119.0,842.0,,,1982.0,2864.0,,,,,,65.0,,,,,,,,,,,,,,,,,,,1982.0,2864.0,,,,,,,,,,,,,,,,,,,
1983,Thürnen,,,,,,,119.0,830.0,,,1983.0,2864.0,,,,,,65.0,,,,,,,,,,,,,,,,,,,1983.0,2864.0,,,,,,,,,,,,,,,,,,,
1984,Thürnen,,,,,,,112.0,834.0,,,1984.0,2864.0,,,,,,68.0,,,,,,,,,,,,,,,,,,,1984.0,2864.0,,,,,,,,,,,,,,,,,,,
1985,Thürnen,,,,,,,111.0,829.0,,,1985.0,2864.0,,,,,,68.0,,,,,,,,,,,,,,,,,,,1985.0,2864.0,,,,,,,,,,,,,,,,,,,
1986,Thürnen,,,,,,,113.0,836.0,,,1986.0,2864.0,,,,,,70.0,,,,,,,,,,,,,,,,,,,1986.0,2864.0,,,,,,,,,,,,,,,,,,,
1987,Thürnen,,,,,,,119.0,839.0,,,1987.0,2864.0,,,,,,65.0,,,,,,,,,,,,,,,,,,,1987.0,2864.0,,,,,,,,,,,,,,,,,,,
1988,Thürnen,,,,,,,136.0,821.0,,,1988.0,2864.0,,,,,,65.0,,,,,,,,,,,,,,,,,,,1988.0,2864.0,,,,,,,,,,,,,,,,,,,
1989,Thürnen,,,,,,,139.0,828.0,,,1989.0,2864.0,,,,,,65.0,,,,,,,,,,,,,,,,,,,1989.0,2864.0,,,,,,,,,,,,,,,,,,,
1990,Thürnen,,,,,,,139.0,843.0,,,1990.0,2864.0,,,,,,65.0,,,,,,,,,,,,,,,,,,,1990.0,2864.0,,,,,,,,,,,,,,,,,,,
1991,Thürnen,,,,,,,149.0,848.0,,,1991.0,2864.0,,,,,,60.0,,,,,,,,,,,,,,,,,,,1991.0,2864.0,,,,,,,,,,,,,,,,,,,
1992,Thürnen,,,,,,,141.0,839.0,,,1992.0,2864.0,,,,,,60.0,,,,,,,,,,,,,,,,,,,1992.0,2864.0,,,,,,,,,,,,,,,,,,,
1993,Thürnen,,,,,,,155.0,869.0,,,1993.0,2864.0,,,,,,60.0,,,,,,,,,,,,,,,,,,,1993.0,2864.0,,,,,,,,,,,,,,,,,,,
1994,Thürnen,,,,,,,159.0,877.0,,,1994.0,2864.0,1994.0,2864.0,2.0,,,60.0,,,,,,,,,,,,,,,,,,,1994.0,2864.0,,,,,,,,,,,,,,,,,,,
1995,Thürnen,,,,,,,178.0,864.0,,,1995.0,2864.0,1995.0,2864.0,5.0,,,63.0,,,,,,,,,,,,,,,,,,,1995.0,2864.0,,,,,,,,,,,,,,,,,,,
1996,Thürnen,,,,,,,183.0,854.0,,,1996.0,2864.0,1996.0,2864.0,4.0,,,63.0,,,,,,,,,,,,,,,,,,,1996.0,2864.0,,,,,,,,,,,,,,,,,,,
1997,Thürnen,,,,,,,184.0,867.0,,,1997.0,2864.0,1997.0,2864.0,22.0,,,63.0,,,,,,,,,,,,,,,,,,,1997.0,2864.0,,,,,,,,,,,,,,,,,,,
1998,Thürnen,,,,,,,194.0,907.0,,,1998.0,2864.0,1998.0,2864.0,18.0,,,63.0,,,,,,,,,,,,,,,,,,,1998.0,2864.0,,,,,,,,,,,,,,,,,,,
1999,Thürnen,,,,,,,197.0,945.0,,,1999.0,2864.0,1999.0,2864.0,34.0,,,58.0,,,,,,,,,,,,,,,,,,,1999.0,2864.0,,,,,,,,,,,,,,,,,,,
2000,Thürnen,,,,,,,197.0,971.0,,,2000.0,2864.0,2000.0,2864.0,3.0,,,55.0,4.0,4.0,,,,,,,,,,,,,,,,,2000.0,2864.0,,,,,,,,,,,,,,,,,,,
2001,Thürnen,,,,,,,210.0,988.0,,,2001.0,2864.0,2001.0,2864.0,6.0,,,55.0,4.0,4.0,,,,,,,,,,,,,,,,,2001.0,2864.0,,,,,,,,,,,,,,,,,,,
2002,Thürnen,,,,,,,206.0,987.0,,,2002.0,2864.0,2002.0,2864.0,2.0,,,52.0,4.0,4.0,,,,,,,,,,,,,,,,,2002.0,2864.0,,,,,,,,,,,,,,,,,,,
2003,Thürnen,,,,,,,199.0,1005.0,,,2003.0,2864.0,2003.0,2864.0,8.0,,,52.0,4.0,4.0,,,8012.0,10.0,11456.0,5216.0,4822.0,7.0,3.0,4.0,105.0,119.0,-14.0,-3.0,-13.0,4809.0,2003.0,2864.0,,,,,,,,,,,,,,,,,,,
2004,Thürnen,,,,,,,202.0,1021.0,,,2004.0,2864.0,2004.0,2864.0,7.0,,,52.0,4.0,4.0,,,8016.0,10.0,11456.0,5216.0,4875.0,9.0,5.0,4.0,135.0,105.0,30.0,0.0,34.0,4909.0,2004.0,2864.0,,,,,,,,,,,,,,,,,,,
2005,Thürnen,,,,,,,204.0,1015.0,,,2005.0,2864.0,2005.0,2864.0,3.0,,,52.0,4.0,4.0,,,8020.0,10.0,11456.0,5216.0,4883.0,7.0,10.0,-3.0,90.0,105.0,-15.0,0.0,-18.0,4865.0,2005.0,2864.0,6015.0,7.0,8592.0,13.0,6015.0,7.0,8592.0,11.0,,,,,,,,,,,
2006,Thürnen,,,,,,,203.0,1012.0,,,2006.0,2864.0,2006.0,2864.0,14.0,,,50.0,4.0,4.0,,,8024.0,10.0,11456.0,5216.0,4862.0,13.0,4.0,9.0,106.0,115.0,-9.0,0.0,0.0,4862.0,2006.0,2864.0,8024.0,10.0,11456.0,17.0,8024.0,10.0,11456.0,14.0,,,,,,,,,,,
2007,Thürnen,,,,,,,209.0,1015.0,,,2007.0,2864.0,2007.0,2864.0,32.0,,,50.0,4.0,4.0,,,8028.0,10.0,11456.0,5216.0,4869.0,11.0,6.0,5.0,161.0,112.0,49.0,0.0,54.0,4923.0,2007.0,2864.0,6021.0,8.0,8592.0,9.0,8028.0,10.0,11456.0,12.0,,,,,,,,,,,
2008,Thürnen,,,,,,,242.0,1055.0,,,2008.0,2864.0,2008.0,2864.0,17.0,,,48.0,4.0,3.5,,,8032.0,10.0,11456.0,5216.0,5155.0,8.0,4.0,4.0,184.0,126.0,58.0,-1.0,61.0,5216.0,2008.0,2864.0,6024.0,6.0,8592.0,15.0,8032.0,10.0,11456.0,17.0,,,,,,,,,,,
2009,Thürnen,,,,,,,268.0,1062.0,,,2009.0,2864.0,2009.0,2864.0,1.0,,,48.0,4.0,3.5,,,8036.0,10.0,11456.0,5216.0,5307.0,12.0,12.0,0.0,192.0,164.0,28.0,0.0,28.0,5335.0,2009.0,2864.0,8036.0,10.0,11456.0,11.0,8036.0,10.0,11456.0,11.0,,,,,,,,,,,
2010,Thürnen,,,,,,,275.0,1101.0,,,2010.0,2864.0,2010.0,2864.0,4.0,,,48.0,4.0,3.5,,,8040.0,10.0,11456.0,5216.0,5497.0,11.0,3.0,8.0,110.0,105.0,5.0,0.0,13.0,5510.0,2010.0,2864.0,8040.0,10.0,11456.0,18.0,8040.0,10.0,11456.0,16.0,0.0,1132.1857506076649,1455.0516059923525,1764.319925421679,1363.8026232798288,0.0,,281.373635388,225.0506082778,69.8748535297,594.9958937688
2011,Thürnen,,,,,,,261.0,1125.0,,,2011.0,2864.0,2011.0,2864.0,1.0,,,48.0,4.0,2.75,,,8044.0,10.0,11456.0,5216.0,5537.0,16.0,14.0,2.0,132.0,117.0,15.0,0.0,17.0,5554.0,2011.0,2864.0,6033.0,6.0,8592.0,9.0,6033.0,6.0,8592.0,9.0,0.0,1132.1857506076649,1455.0516059923525,1764.319925421679,1363.8026232798288,0.0,,281.373635388,225.0506082778,69.8748535297,594.9958937688
2012,Thürnen,164.0,215.0,83.0,74.0,23.0,10.0,248.0,1124.0,,,2012.0,2864.0,2012.0,2864.0,1.0,,,48.0,4.0,2.75,,,8048.0,10.0,11456.0,5216.0,5508.0,17.0,13.0,4.0,81.0,124.0,-43.0,0.0,-39.0,5469.0,2012.0,2864.0,8048.0,10.0,11456.0,10.0,8048.0,10.0,11456.0,11.0,0.0,1132.1857506076649,1455.0516059923525,1764.319925421679,1363.8026232798288,0.0,,281.373635388,225.0506082778,69.8748535297,594.9958937688
2013,Thürnen,154.0,227.0,83.0,74.0,23.0,7.0,239.0,1126.0,( )( ),0( ),2013.0,2864.0,2013.0,2864.0,4.0,,,48.0,4.0,2.75,800.0,45914204.0,8052.0,10.0,11456.0,5216.0,5460.0,18.0,7.0,11.0,128.0,141.0,-13.0,0.0,-2.0,5458.0,2013.0,2864.0,8052.0,10.0,11456.0,14.0,8052.0,10.0,11456.0,17.0,0.0,1132.1857506076649,1455.0516059923525,1764.319925421679,1363.8026232798288,0.0,,281.373635388,225.0506082778,69.8748535297,594.9958937688
2014,Thürnen,162.0,221.0,83.0,87.0,19.0,10.0,258.0,1109.0,04,( )0,2014.0,2864.0,2014.0,2864.0,1.0,,,48.0,4.0,2.75,822.0,47061517.0,8056.0,10.0,11456.0,5216.0,5443.0,12.0,9.0,3.0,164.0,118.0,46.0,0.0,49.0,5492.0,2014.0,2864.0,8056.0,10.0,11456.0,14.0,8056.0,10.0,11456.0,8.0,0.0,1132.1857506076649,1455.0516059923525,1764.319925421679,1363.8026232798288,0.0,,281.373635388,225.0506082778,69.8748535297,594.9958937688
2015,Thürnen,161.0,232.0,85.0,88.0,18.0,7.0,294.0,1113.0,( )4,( )0,2015.0,2864.0,2015.0,2864.0,20.0,,,51.0,4.0,2.75,844.0,49051416.0,8060.0,10.0,11456.0,5216.0,5621.0,11.0,11.0,0.0,124.0,113.0,11.0,0.0,11.0,5632.0,2015.0,2864.0,8060.0,10.0,11456.0,11.0,8060.0,10.0,11456.0,15.0,1104.804019528082,1093.921344152047,1378.4637895665207,1610.135704221358,1273.0885483674924,0.0,,293.4792488921,246.0632924246,60.8011380854,616.9890744179
2016,Thürnen,165.0,232.0,85.0,88.0,18.0,8.0,302.0,1120.0,00,0( ),2016.0,2864.0,2016.0,2864.0,1.0,,,51.0,4.0,2.75,838.0,49079925.0,8064.0,10.0,11456.0,5216.0,5683.0,11.0,9.0,2.0,127.0,121.0,6.0,0.0,8.0,5691.0,2016.0,2864.0,8064.0,10.0,11456.0,9.0,6048.0,7.0,8592.0,9.0,1104.804019528082,1093.921344152047,1378.4637895665207,1610.135704221358,1273.0885483674924,0.0,,293.4792488921,246.0632924246,60.8011380854,616.9890744179
2017,Thürnen,170.0,237.0,86.0,81.0,20.0,6.0,298.0,1111.0,0( ),0( ),2017.0,2864.0,2017.0,2864.0,0.0,,,51.0,4.0,2.75,838.0,50080789.0,8068.0,10.0,11456.0,5216.0,5645.0,12.0,9.0,3.0,102.0,123.0,-21.0,0.0,-18.0,5627.0,2017.0,2864.0,8068.0,10.0,11456.0,8.0,6051.0,9.0,8592.0,7.0,1104.804019528082,1093.921344152047,1378.4637895665207,1610.135704221358,1273.0885483674924,0.0,,293.4792488921,246.0632924246,60.8011380854,616.9890744179
2018,Thürnen,175.0,232.0,79.0,76.0,21.0,8.0,299.0,1087.0,( )( ),0( ),2018.0,2864.0,2018.0,2864.0,0.0,,,51.0,4.0,2.75,829.0,49615398.0,8072.0,10.0,11456.0,5216.0,5561.0,14.0,11.0,3.0,95.0,133.0,-38.0,0.0,-35.0,5526.0,2018.0,2864.0,6054.0,6.0,8592.0,9.0,8072.0,10.0,11456.0,15.0,1104.804019528082,1093.921344152047,1378.4637895665207,1610.135704221358,1273.0885483674924,0.0,,293.4792488921,246.0632924246,60.8011380854,616.9890744179
2019,Thürnen,188.0,229.0,79.0,74.0,19.0,9.0,297.0,1069.0,0( ),0( ),2019.0,2864.0,2019.0,2864.0,1.0,,,51.0,4.0,2.75,832.0,50748891.0,8076.0,10.0,11456.0,5216.0,5468.0,9.0,16.0,-7.0,108.0,104.0,4.0,0.0,-3.0,5465.0,2019.0,2864.0,8076.0,10.0,11456.0,16.0,8076.0,10.0,11456.0,10.0,1104.804019528082,1093.921344152047,1378.4637895665207,1610.135704221358,1273.0885483674924,0.0,,293.4792488921,246.0632924246,60.8011380854,616.9890744179
2020,Thürnen,196.0,246.0,68.0,74.0,20.0,10.0,299.0,1072.0,( )( ),( )( ),2020.0,2864.0,2020.0,2864.0,16.0,,,51.0,4.0,0.55,862.0,51300683.0,8080.0,10.0,11456.0,5216.0,5476.0,14.0,17.0,-3.0,130.0,110.0,20.0,0.0,17.0,5493.0,2020.0,2864.0,8080.0,10.0,11456.0,12.0,8080.0,10.0,11456.0,13.0,,,,,,,,,,,
2021,Thürnen,198.0,251.0,68.0,76.0,20.0,9.0,304.0,1082.0,40,( )0,2021.0,2864.0,2021.0,2864.0,3.0,,,51.0,4.0,0.55,877.0,53411036.0,8084.0,10.0,11456.0,5216.0,5538.0,10.0,10.0,0.0,133.0,123.0,10.0,0.0,10.0,5548.0,2021.0,2864.0,4042.0,4.0,5728.0,6.0,6063.0,7.0,8592.0,5.0,,,,,,,,,,,
2022,Thürnen,209.0,263.0,76.0,77.0,20.0,5.0,311.0,1098.0,( )4,,2022.0,2864.0,2022.0,2864.0,38.0,,,56.0,4.0,0.55,903.0,55684073.0,8088.0,10.0,11456.0,5216.0,5602.0,16.0,11.0,5.0,188.0,129.0,59.0,0.0,64.0,5666.0,2022.0,2864.0,6066.0,9.0,8592.0,11.0,6066.0,8.0,8592.0,13.0,,,,,,,,,,,
2023,Thürnen,213.0,258.0,77.0,82.0,18.0,6.0,336.0,1119.0,( )( ),,2023.0,2864.0,2023.0,2864.0,1.0,55.0,55.0,56.0,,,,,8092.0,10.0,11456.0,5216.0,5817.0,19.0,8.0,11.0,152.0,154.0,-2.0,0.0,9.0,5826.0,2023.0,2864.0,6069.0,7.0,8592.0,6.0,4046.0,7.0,5728.0,6.0,,,,,,,,,,,
2024,Thürnen,232.0,255.0,73.0,83.0,16.0,8.0,349.0,1120.0,,,2024.0,2864.0,2024.0,2864.0,5.0,55.0,55.0,56.0,,,,,8096.0,10.0,11456.0,5216.0,5875.0,12.0,16.0,-4.0,120.0,110.0,10.0,0.0,6.0,5881.0,2024.0,2864.0,8096.0,10.0,11456.0,13.0,6072.0,6.0,8592.0,9.0,,,,,,,,,,,
2025,Thürnen,,,,,,,,,,,,,,,,55.0,55.0,56.0,,,,,6075.0,6.0,8592.0,3912.0,4432.0,9.0,8.0,1.0,99.0,75.0,24.0,0.0,25.0,4457.0,,,2025.0,2.0,2864.0,1.0,2025.0,2.0,2864.0,1.0,,,,,,,,,,,
1975,Titterten,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976,Titterten,,,,,,,,,,,,,,,,,,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1977,Titterten,,,,,,,,,,,,,,,,,,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1978,Titterten,,,,,,,,,,,,,,,,,,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1979,Titterten,,,,,,,,,,,1979.0,2894.0,,,,,,70.0,,,,,,,,,,,,,,,,,,,1979.0,2894.0,,,,,,,,,,,,,,,,,,,
1980,Titterten,,,,,,,4.0,325.0,,,1980.0,2894.0,,,,,,70.0,,,,,,,,,,,,,,,,,,,1980.0,2894.0,,,,,,,,,,,,,,,,,,,
1981,Titterten,,,,,,,4.0,327.0,,,1981.0,2894.0,,,,,,68.0,,,,,,,,,,,,,,,,,,,1981.0,2894.0,,,,,,,,,,,,,,,,,,,
1982,Titterten,,,,,,,4.0,338.0,,,1982.0,2894.0,,,,,,68.0,,,,,,,,,,,,,,,,,,,1982.0,2894.0,,,,,,,,,,,,,,,,,,,
1983,Titterten,,,,,,,3.0,339.0,,,1983.0,2894.0,,,,,,68.0,,,,,,,,,,,,,,,,,,,1983.0,2894.0,,,,,,,,,,,,,,,,,,,
1984,Titterten,,,,,,,3.0,338.0,,,1984.0,2894.0,,,,,,68.0,,,,,,,,,,,,,,,,,,,1984.0,2894.0,,,,,,,,,,,,,,,,,,,
1985,Titterten,,,,,,,5.0,342.0,,,1985.0,2894.0,,,,,,68.0,,,,,,,,,,,,,,,,,,,1985.0,2894.0,,,,,,,,,,,,,,,,,,,
1986,Titterten,,,,,,,8.0,342.0,,,1986.0,2894.0,,,,,,68.0,,,,,,,,,,,,,,,,,,,1986.0,2894.0,,,,,,,,,,,,,,,,,,,
1987,Titterten,,,,,,,8.0,340.0,,,1987.0,2894.0,,,,,,65.0,,,,,,,,,,,,,,,,,,,1987.0,2894.0,,,,,,,,,,,,,,,,,,,
1988,Titterten,,,,,,,10.0,358.0,,,1988.0,2894.0,,,,,,62.0,,,,,,,,,,,,,,,,,,,1988.0,2894.0,,,,,,,,,,,,,,,,,,,
1989,Titterten,,,,,,,11.0,375.0,,,1989.0,2894.0,,,,,,62.0,,,,,,,,,,,,,,,,,,,1989.0,2894.0,,,,,,,,,,,,,,,,,,,
1990,Titterten,,,,,,,11.0,376.0,,,1990.0,2894.0,,,,,,62.0,,,,,,,,,,,,,,,,,,,1990.0,2894.0,,,,,,,,,,,,,,,,,,,
1991,Titterten,,,,,,,6.0,386.0,,,1991.0,2894.0,,,,,,58.0,,,,,,,,,,,,,,,,,,,1991.0,2894.0,,,,,,,,,,,,,,,,,,,
1992,Titterten,,,,,,,4.0,379.0,,,1992.0,2894.0,,,,,,58.0,,,,,,,,,,,,,,,,,,,1992.0,2894.0,,,,,,,,,,,,,,,,,,,
1993,Titterten,,,,,,,9.0,361.0,,,1993.0,2894.0,,,,,,60.0,,,,,,,,,,,,,,,,,,,1993.0,2894.0,,,,,,,,,,,,,,,,,,,
1994,Titterten,,,,,,,9.0,370.0,,,1994.0,2894.0,1994.0,2894.0,0.0,,,62.0,,,,,,,,,,,,,,,,,,,1994.0,2894.0,,,,,,,,,,,,,,,,,,,
1995,Titterten,,,,,,,8.0,375.0,,,1995.0,2894.0,1995.0,2894.0,4.0,,,62.0,,,,,,,,,,,,,,,,,,,1995.0,2894.0,,,,,,,,,,,,,,,,,,,
1996,Titterten,,,,,,,12.0,371.0,,,1996.0,2894.0,1996.0,2894.0,0.0,,,62.0,,,,,,,,,,,,,,,,,,,1996.0,2894.0,,,,,,,,,,,,,,,,,,,
1997,Titterten,,,,,,,13.0,386.0,,,1997.0,2894.0,1997.0,2894.0,5.0,,,62.0,,,,,,,,,,,,,,,,,,,1997.0,2894.0,,,,,,,,,,,,,,,,,,,
1998,Titterten,,,,,,,15.0,392.0,,,1998.0,2894.0,1998.0,2894.0,3.0,,,62.0,,,,,,,,,,,,,,,,,,,1998.0,2894.0,,,,,,,,,,,,,,,,,,,
1999,Titterten,,,,,,,13.0,390.0,,,1999.0,2894.0,1999.0,2894.0,1.0,,,62.0,,,,,,,,,,,,,,,,,,,1999.0,2894.0,,,,,,,,,,,,,,,,,,,
2000,Titterten,,,,,,,11.0,395.0,,,2000.0,2894.0,2000.0,2894.0,4.0,,,62.0,4.5,5.0,,,,,,,,,,,,,,,,,2000.0,2894.0,,,,,,,,,,,,,,,,,,,
2001,Titterten,,,,,,,11.0,406.0,,,2001.0,2894.0,2001.0,2894.0,2.0,,,62.0,4.5,5.0,,,,,,,,,,,,,,,,,2001.0,2894.0,,,,,,,,,,,,,,,,,,,
2002,Titterten,,,,,,,9.0,395.0,,,2002.0,2894.0,2002.0,2894.0,0.0,,,62.0,4.5,5.0,,,,,,,,,,,,,,,,,2002.0,2894.0,,,,,,,,,,,,,,,,,,,
2003,Titterten,,,,,,,13.0,391.0,,,2003.0,2894.0,2003.0,2894.0,5.0,,,62.0,4.5,5.0,,,8012.0,10.0,11576.0,5220.0,1608.0,4.0,4.0,0.0,41.0,27.0,14.0,-1.0,13.0,1621.0,2003.0,2894.0,,,,,,,,,,,,,,,,,,,
2004,Titterten,,,,,,,15.0,395.0,,,2004.0,2894.0,2004.0,2894.0,2.0,,,62.0,4.5,5.0,,,8016.0,10.0,11576.0,5220.0,1641.0,3.0,4.0,-1.0,25.0,22.0,3.0,0.0,2.0,1643.0,2004.0,2894.0,,,,,,,,,,,,,,,,,,,
2005,Titterten,,,,,,,15.0,395.0,,,2005.0,2894.0,2005.0,2894.0,2.0,,,62.0,4.5,5.0,,,8020.0,10.0,11576.0,5220.0,1644.0,2.0,3.0,-1.0,29.0,31.0,-2.0,0.0,-3.0,1641.0,2005.0,2894.0,6015.0,9.0,8682.0,13.0,8020.0,10.0,11576.0,12.0,,,,,,,,,,,
2006,Titterten,,,,,,,20.0,399.0,,,2006.0,2894.0,2006.0,2894.0,1.0,,,62.0,4.5,5.0,,,8024.0,10.0,11576.0,5220.0,1670.0,4.0,5.0,-1.0,36.0,29.0,7.0,-1.0,5.0,1675.0,2006.0,2894.0,6018.0,9.0,8682.0,4.0,6018.0,7.0,8682.0,4.0,,,,,,,,,,,
2007,Titterten,,,,,,,21.0,389.0,,,2007.0,2894.0,2007.0,2894.0,0.0,,,62.0,4.5,5.0,,,8028.0,10.0,11576.0,5220.0,1643.0,1.0,6.0,-5.0,29.0,28.0,1.0,0.0,-4.0,1639.0,2007.0,2894.0,6021.0,8.0,8682.0,6.0,4014.0,4.0,5788.0,6.0,,,,,,,,,,,
2008,Titterten,,,,,,,19.0,399.0,,,2008.0,2894.0,2008.0,2894.0,1.0,,,62.0,4.5,3.5,,,8032.0,10.0,11576.0,5220.0,1668.0,6.0,6.0,0.0,33.0,24.0,9.0,0.0,9.0,1677.0,2008.0,2894.0,6024.0,9.0,8682.0,13.0,6024.0,9.0,8682.0,13.0,,,,,,,,,,,
2009,Titterten,,,,,,,22.0,391.0,,,2009.0,2894.0,2009.0,2894.0,2.0,,,62.0,4.5,3.5,,,8036.0,10.0,11576.0,5220.0,1663.0,2.0,5.0,-3.0,23.0,42.0,-19.0,0.0,-22.0,1641.0,2009.0,2894.0,6027.0,8.0,8682.0,7.0,8036.0,10.0,11576.0,10.0,,,,,,,,,,,
2010,Titterten,,,,,,,24.0,389.0,,,2010.0,2894.0,2010.0,2894.0,2.0,,,62.0,4.5,3.5,,,8040.0,10.0,11576.0,5220.0,1643.0,2.0,4.0,-2.0,33.0,15.0,18.0,0.0,16.0,1659.0,2010.0,2894.0,6030.0,9.0,8682.0,9.0,6030.0,6.0,8682.0,6.0,0.0,1070.3825423254336,0.0,0.0,1154.6229673115192,0.0,,117.0319609465,55.926264466,0.0,195.432316312
2011,Titterten,,,,,,,26.0,383.0,,,2011.0,2894.0,2011.0,2894.0,0.0,,,62.0,4.5,2.75,,,8044.0,10.0,11576.0,5220.0,1639.0,1.0,3.0,-2.0,22.0,25.0,-3.0,0.0,-5.0,1634.0,2011.0,2894.0,4022.0,6.0,5788.0,5.0,6033.0,8.0,8682.0,6.0,0.0,1070.3825423254336,0.0,0.0,1154.6229673115192,0.0,,117.0319609465,55.926264466,0.0,195.432316312
2012,Titterten,49.0,67.0,28.0,19.0,10.0,3.0,29.0,385.0,,,2012.0,2894.0,2012.0,2894.0,1.0,,,65.0,4.5,2.75,,,8048.0,10.0,11576.0,5220.0,1655.0,3.0,3.0,0.0,23.0,17.0,6.0,0.0,6.0,1661.0,2012.0,2894.0,4024.0,7.0,5788.0,5.0,4024.0,7.0,5788.0,8.0,0.0,1070.3825423254336,0.0,0.0,1154.6229673115192,0.0,,117.0319609465,55.926264466,0.0,195.432316312
2013,Titterten,50.0,67.0,24.0,23.0,9.0,3.0,30.0,386.0,( )( ),0( ),2013.0,2894.0,2013.0,2894.0,2.0,,,65.0,4.5,2.75,251.0,13255630.0,8052.0,10.0,11576.0,5220.0,1663.0,2.0,5.0,-3.0,29.0,25.0,4.0,0.0,1.0,1664.0,2013.0,2894.0,6039.0,6.0,8682.0,5.0,6039.0,7.0,8682.0,5.0,0.0,1070.3825423254336,0.0,0.0,1154.6229673115192,0.0,,117.0319609465,55.926264466,0.0,195.432316312
2014,Titterten,46.0,70.0,23.0,25.0,9.0,2.0,36.0,385.0,0( ),( )0,2014.0,2894.0,2014.0,2894.0,0.0,,,65.0,4.5,2.75,253.0,13420074.0,8056.0,10.0,11576.0,5220.0,1682.0,1.0,4.0,-3.0,37.0,32.0,5.0,0.0,2.0,1684.0,2014.0,2894.0,6042.0,7.0,8682.0,10.0,8056.0,10.0,11576.0,9.0,0.0,1070.3825423254336,0.0,0.0,1154.6229673115192,0.0,,117.0319609465,55.926264466,0.0,195.432316312
2015,Titterten,52.0,68.0,25.0,23.0,7.0,2.0,36.0,383.0,0( ),( )( ),2015.0,2894.0,2015.0,2894.0,0.0,,,65.0,4.5,2.75,252.0,13326423.0,8060.0,10.0,11576.0,5220.0,1677.0,5.0,8.0,-3.0,35.0,37.0,-2.0,0.0,-5.0,1672.0,2015.0,2894.0,6045.0,8.0,8682.0,5.0,4030.0,6.0,5788.0,4.0,,0.0,0.0,0.0,1349.1236243109377,0.0,,102.7265657376,44.5956416119,0.0,156.4347060165
