jahr,bfs_nummer,gemeinde,ds10060_1_person,ds10060_2_personen,ds10060_3_personen,ds10060_4_personen,ds10060_5_personen,ds10060_6_oder_mehr_personen,ds10080_ausland,ds10080_schweiz,ds10180_anzahl,ds10200_falle,ds10200_flache_in_m2,ds10200_quadratmeterpreis_chf,ds10230_neu_erstellte_wohnungen,ds10580_steuerfuss_ertrag_juristische_personen_prozent,ds10580_steuerfuss_kapital_juristische_personen_prozent,ds10580_steuerfuss_natuerliche_personen_prozent,ds10580_steuersatz_ertrag_juristische_personen_prozent,ds10580_steuersatz_kapital_juristische_personen_promille,ds10630_anzahl_steuerpflichtige,ds10630_steuerbares_einkommen_chf,ds10680_anfangsbestand,ds10680_geburten,ds10680_todesfaelle,ds10680_zuzuege,ds10680_wegzuege,ds10680_wanderungssaldo,ds10680_endbestand,ds12070_falle,ds12070_flache_in_m2,ds12070_quadratmeterpreis_chf,ds12880_anzahl_bewilligungen,ds12900_anzahl_bauprojekte,ds13010_1_2,ds13010_3,ds13010_4,ds13010_5plus,ds13010_total,ds13030_andere_situation_unbekannt,ds13030_genossenschafter_innen,ds13030_hauseigentuemer_innen,ds13030_mieter_innen_oder_untermieter_innen,ds13030_stockwerk_wohnungseigentuemer_innen,ds13030_total
2012,2851,Kilchberg,11.0,28.0,3.0,13.0,4.0,1.0,4.0,148.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,606,3,1,9,6,3,611,0.0,0.0,0.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.5373496221,0.0,0.0,30.059124692
2013,2851,Kilchberg,12.0,26.0,5.0,13.0,4.0,1.0,3.0,151.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,619,2,1,6,7,5,619,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.5373496221,0.0,0.0,30.059124692
2014,2851,Kilchberg,14.0,28.0,6.0,12.0,3.0,1.0,8.0,148.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,621,1,1,14,13,3,622,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.5373496221,0.0,0.0,30.059124692
2015,2851,Kilchberg,11.0,29.0,6.0,9.0,5.0,1.0,9.0,149.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,629,3,1,4,6,4,629,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.9452884024,0.0,15.4962626779,50.9689280665
2016,2851,Kilchberg,11.0,28.0,9.0,8.0,5.0,1.0,10.0,148.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,632,0,0,10,8,2,634,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.9452884024,0.0,15.4962626779,50.9689280665
2017,2851,Kilchberg,11.0,28.0,9.0,9.0,5.0,1.0,12.0,147.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,634,1,1,9,4,7,639,0.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.9452884024,0.0,15.4962626779,50.9689280665
2018,2851,Kilchberg,11.0,27.0,6.0,11.0,5.0,1.0,10.0,149.0,0.0,3.0,1500.0,429.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,639,1,1,15,17,10,637,4.0,8700.0,245.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.9452884024,0.0,15.4962626779,50.9689280665
2019,2851,Kilchberg,11.0,30.0,5.0,9.0,6.0,1.0,9.0,148.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,626,1,1,23,22,23,627,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.9452884024,0.0,15.4962626779,50.9689280665
2020,2851,Kilchberg,15.0,27.0,8.0,6.0,7.0,1.0,15.0,152.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,664,1,1,28,20,12,672,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,2851,Kilchberg,17.0,28.0,6.0,6.0,6.0,2.0,14.0,152.0,0.0,3.0,2800.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,668,1,0,19,27,8,661,3.0,2800.0,480.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,2851,Kilchberg,16.0,31.0,8.0,7.0,5.0,2.0,18.0,152.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,676,0,2,26,15,13,685,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,2851,Kilchberg,16.0,33.0,7.0,7.0,6.0,2.0,19.0,158.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,705,1,1,18,13,7,710,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,2851,Kilchberg,15.0,36.0,7.0,7.0,5.0,3.0,19.0,158.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,706,1,0,12,9,9,710,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,2851,Kilchberg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,540,0,0,6,8,8,538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010,2850,Känerkinden,0.0,0.0,0.0,0.0,0.0,0.0,50.0,444.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,55.0,2.0,3.5,0.0,0.0,1972,1,3,39,33,22,1976,0.0,0.0,0.0,6.0,4.0,0.0,0.0,0.0,0.0,1214.4304588168384,0.0,0.0,178.7060605252,35.8055411986,0.0,224.4765832712
2011,2850,Känerkinden,0.0,0.0,0.0,0.0,0.0,0.0,56.0,443.0,0.0,3.0,1300.0,367.0,0.0,0.0,0.0,55.0,2.0,2.75,0.0,0.0,1998,3,4,22,23,13,1996,3.0,1300.0,367.0,5.0,5.0,0.0,0.0,0.0,0.0,1214.4304588168384,0.0,0.0,178.7060605252,35.8055411986,0.0,224.4765832712
2012,2850,Känerkinden,52.0,83.0,26.0,27.0,9.0,4.0,58.0,432.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,59.0,2.0,2.75,0.0,0.0,1968,5,9,33,44,25,1953,0.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,1214.4304588168384,0.0,0.0,178.7060605252,35.8055411986,0.0,224.4765832712
2013,2850,Känerkinden,56.0,82.0,27.0,29.0,6.0,5.0,50.0,430.0,0.0,8.0,5700.0,409.0,2.0,0.0,0.0,59.0,2.0,2.75,294.0,19782180.0,1916,3,5,44,35,29,1923,8.0,5700.0,409.0,5.0,7.0,0.0,0.0,0.0,0.0,1214.4304588168384,0.0,0.0,178.7060605252,35.8055411986,0.0,224.4765832712
2014,2850,Känerkinden,60.0,87.0,25.0,28.0,9.0,4.0,47.0,446.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,59.0,2.0,2.75,298.0,20059884.0,1966,2,4,41,27,20,1978,0.0,0.0,0.0,12.0,11.0,0.0,0.0,0.0,0.0,1214.4304588168384,0.0,0.0,178.7060605252,35.8055411986,0.0,224.4765832712
2015,2850,Känerkinden,63.0,98.0,21.0,29.0,9.0,5.0,47.0,467.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,59.0,2.0,2.75,324.0,22407644.0,2045,5,7,53,28,25,2068,0.0,0.0,0.0,13.0,13.0,0.0,0.0,0.0,0.0,1520.948479066269,0.0,0.0,170.1583294396,25.8890636216,0.0,202.5482316501
2016,2850,Känerkinden,59.0,92.0,25.0,32.0,10.0,3.0,46.0,483.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,59.0,2.0,2.75,333.0,22336274.0,2112,1,3,41,36,13,2115,0.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,1520.948479066269,0.0,0.0,170.1583294396,25.8890636216,0.0,202.5482316501
2017,2850,Känerkinden,65.0,94.0,24.0,33.0,10.0,3.0,48.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,4.0,2.75,348.0,21927134.0,2110,5,8,43,32,21,2118,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,1520.948479066269,0.0,0.0,170.1583294396,25.8890636216,0.0,202.5482316501
2018,2850,Känerkinden,64.0,95.0,18.0,34.0,12.0,3.0,55.0,479.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,4.0,2.75,345.0,22319597.0,2139,6,1,21,29,8,2136,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,1520.948479066269,0.0,0.0,170.1583294396,25.8890636216,0.0,202.5482316501
2019,2850,Känerkinden,67.0,91.0,20.0,36.0,11.0,3.0,60.0,476.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,63.0,4.0,2.75,339.0,21567408.0,2142,5,3,35,35,12,2144,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,1520.948479066269,0.0,0.0,170.1583294396,25.8890636216,0.0,202.5482316501
2020,2850,Känerkinden,69.0,97.0,21.0,36.0,9.0,2.0,53.0,483.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,63.0,4.0,0.55,342.0,22152519.0,2143,1,3,35,32,15,2144,0.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,2850,Känerkinden,71.0,97.0,19.0,36.0,6.0,2.0,56.0,471.0,0.0,3.0,2500.0,486.0,1.0,0.0,0.0,63.0,4.0,0.55,325.0,21012035.0,2113,3,5,21,35,14,2097,4.0,2500.0,485.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,2850,Känerkinden,73.0,104.0,24.0,33.0,5.0,1.0,64.0,462.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,63.0,4.0,0.55,341.0,21942278.0,2092,3,5,47,29,18,2108,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,2850,Känerkinden,74.0,102.0,25.0,32.0,7.0,1.0,72.0,464.0,0.0,0.0,0.0,0.0,4.0,55.0,55.0,63.0,0.0,0.0,0.0,0.0,2142,3,7,39,33,8,2144,3.0,4300.0,431.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,2850,Känerkinden,70.0,99.0,31.0,28.0,8.0,1.0,72.0,457.0,0.0,0.0,0.0,0.0,0.0,55.0,55.0,63.0,0.0,0.0,0.0,0.0,2115,2,5,51,49,40,2114,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,2850,Känerkinden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,55.0,63.0,0.0,0.0,0.0,0.0,1629,4,6,25,24,19,1628,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010,2887,Lampenberg,0.0,0.0,0.0,0.0,0.0,0.0,17.0,489.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,4.5,2.5,0.0,0.0,2019,9,3,26,22,22,2029,0.0,0.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,1246.6131950930358,0.0,0.0,147.1772775439,43.1025087705,0.0,216.5667914106
2011,2887,Lampenberg,0.0,0.0,0.0,0.0,0.0,0.0,19.0,496.0,0.0,3.0,2200.0,309.0,1.0,0.0,0.0,60.0,3.0,2.0,0.0,0.0,2064,4,1,19,28,17,2058,3.0,2200.0,309.0,5.0,5.0,0.0,0.0,0.0,0.0,1246.6131950930358,0.0,0.0,147.1772775439,43.1025087705,0.0,216.5667914106
2012,2887,Lampenberg,47.0,82.0,29.0,28.0,12.0,6.0,22.0,491.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,3.0,2.0,0.0,0.0,2049,1,1,21,15,10,2055,0.0,0.0,0.0,6.0,5.0,0.0,0.0,0.0,0.0,1246.6131950930358,0.0,0.0,147.1772775439,43.1025087705,0.0,216.5667914106
2013,2887,Lampenberg,46.0,89.0,27.0,28.0,9.0,6.0,24.0,489.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,3.0,2.0,313.0,19684257.0,2053,4,3,15,22,19,2047,0.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,1246.6131950930358,0.0,0.0,147.1772775439,43.1025087705,0.0,216.5667914106
2014,2887,Lampenberg,45.0,84.0,29.0,30.0,8.0,6.0,28.0,480.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,62.0,3.0,2.0,316.0,19436503.0,2032,6,5,16,18,16,2031,0.0,0.0,0.0,11.0,11.0,0.0,0.0,0.0,0.0,1246.6131950930358,0.0,0.0,147.1772775439,43.1025087705,0.0,216.5667914106
2015,2887,Lampenberg,52.0,80.0,27.0,28.0,8.0,6.0,27.0,475.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,62.0,3.0,2.0,305.0,18912688.0,2015,3,3,8,24,16,1999,0.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.3974058015,0.0,0.0,167.3068624605
2016,2887,Lampenberg,59.0,74.0,25.0,28.0,11.0,7.0,29.0,470.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,62.0,3.0,2.0,306.0,19768604.0,1993,4,6,46,34,30,2003,0.0,0.0,0.0,9.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.3974058015,0.0,0.0,167.3068624605
2017,2887,Lampenberg,58.0,79.0,16.0,31.0,13.0,6.0,33.0,473.0,0.0,3.0,2200.0,409.0,0.0,0.0,0.0,62.0,3.0,2.0,301.0,23439903.0,2022,4,4,24,22,12,2024,3.0,2200.0,409.0,10.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.3974058015,0.0,0.0,167.3068624605
2018,2887,Lampenberg,61.0,83.0,20.0,29.0,11.0,5.0,32.0,476.0,0.0,3.0,2200.0,381.0,4.0,0.0,0.0,62.0,3.0,2.0,302.0,24332648.0,2034,1,2,15,18,11,2030,3.0,2200.0,381.0,9.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.3974058015,0.0,0.0,167.3068624605
2019,2887,Lampenberg,63.0,82.0,22.0,29.0,12.0,5.0,35.0,465.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,62.0,3.0,2.0,303.0,20859611.0,1997,4,4,31,22,23,2006,3.0,1300.0,415.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.3974058015,0.0,0.0,167.3068624605
2020,2887,Lampenberg,70.0,79.0,22.0,33.0,11.0,5.0,39.0,480.0,0.0,3.0,3200.0,434.0,4.0,0.0,0.0,62.0,3.0,0.55,310.0,21136714.0,2068,4,5,35,23,12,2079,3.0,3200.0,434.0,9.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,2887,Lampenberg,70.0,89.0,18.0,34.0,12.0,5.0,41.0,486.0,0.0,6.0,5600.0,468.0,8.0,0.0,0.0,62.0,3.0,0.55,320.0,22580285.0,2100,7,2,32,21,15,2116,8.0,5700.0,466.0,11.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,2887,Lampenberg,75.0,90.0,22.0,29.0,14.0,5.0,44.0,505.0,4.0,0.0,0.0,0.0,6.0,0.0,0.0,62.0,3.0,0.55,325.0,21887174.0,2188,5,4,33,19,22,2203,0.0,0.0,0.0,12.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,2887,Lampenberg,65.0,92.0,25.0,31.0,15.0,6.0,46.0,520.0,0.0,0.0,0.0,0.0,5.0,55.0,55.0,62.0,0.0,0.0,0.0,0.0,2253,8,5,40,21,23,2275,3.0,3300.0,279.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,2887,Lampenberg,66.0,95.0,29.0,29.0,15.0,6.0,51.0,528.0,0.0,3.0,2600.0,512.0,10.0,55.0,55.0,62.0,0.0,0.0,0.0,0.0,2308,5,3,42,28,16,2324,4.0,4100.0,424.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,2887,Lampenberg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,55.0,62.0,0.0,0.0,0.0,0.0,1767,4,2,20,23,17,1766,0.0,0.0,0.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010,2888,Langenbruck,0.0,0.0,0.0,0.0,0.0,0.0,169.0,829.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,4.5,3.5,0.0,0.0,3994,7,6,114,118,24,3991,0.0,0.0,0.0,16.0,15.0,653.8760850164253,1182.2231726292837,1360.7242562570425,1312.6094874487248,1064.877150666988,0.0,0.0,150.4007568464,157.1259194998,0.0,340.2531465262
2011,2888,Langenbruck,0.0,0.0,0.0,0.0,0.0,0.0,153.0,826.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,4.5,2.75,0.0,0.0,3930,11,9,144,177,55,3899,0.0,0.0,0.0,15.0,15.0,653.8760850164253,1182.2231726292837,1360.7242562570425,1312.6094874487248,1064.877150666988,0.0,0.0,150.4007568464,157.1259194998,0.0,340.2531465262
2012,2888,Langenbruck,136.0,129.0,51.0,57.0,21.0,8.0,163.0,812.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,54.0,4.5,2.75,0.0,0.0,3887,10,8,134,117,21,3906,0.0,0.0,0.0,16.0,21.0,653.8760850164253,1182.2231726292837,1360.7242562570425,1312.6094874487248,1064.877150666988,0.0,0.0,150.4007568464,157.1259194998,0.0,340.2531465262
2013,2888,Langenbruck,133.0,143.0,56.0,49.0,21.0,9.0,183.0,806.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,4.5,2.75,670.0,28136946.0,3941,3,4,142,108,62,3974,0.0,0.0,0.0,18.0,15.0,653.8760850164253,1182.2231726292837,1360.7242562570425,1312.6094874487248,1064.877150666988,0.0,0.0,150.4007568464,157.1259194998,0.0,340.2531465262
2014,2888,Langenbruck,137.0,137.0,58.0,53.0,18.0,11.0,215.0,795.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,54.0,4.5,2.75,669.0,28031166.0,4042,8,7,156,158,36,4041,0.0,0.0,0.0,11.0,8.0,653.8760850164253,1182.2231726292837,1360.7242562570425,1312.6094874487248,1064.877150666988,0.0,0.0,150.4007568464,157.1259194998,0.0,340.2531465262
2015,2888,Langenbruck,127.0,143.0,61.0,50.0,19.0,12.0,211.0,807.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,4.5,2.75,674.0,28265403.0,4078,5,8,135,140,43,4070,0.0,0.0,0.0,12.0,13.0,0.0,1114.4134478889457,1185.161233517983,1478.7125979488865,1077.795015267444,0.0,0.0,162.6158453651,151.5569521021,0.0,339.2240055511
2016,2888,Langenbruck,131.0,140.0,60.0,49.0,18.0,10.0,188.0,795.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,4.5,2.75,672.0,28581559.0,3946,5,11,101,130,53,3911,0.0,0.0,0.0,8.0,10.0,0.0,1114.4134478889457,1185.161233517983,1478.7125979488865,1077.795015267444,0.0,0.0,162.6158453651,151.5569521021,0.0,339.2240055511
2017,2888,Langenbruck,159.0,140.0,64.0,42.0,18.0,8.0,177.0,796.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,54.0,4.5,2.75,669.0,30235029.0,3889,8,12,114,100,34,3899,0.0,0.0,0.0,13.0,13.0,0.0,1114.4134478889457,1185.161233517983,1478.7125979488865,1077.795015267444,0.0,0.0,162.6158453651,151.5569521021,0.0,339.2240055511
2018,2888,Langenbruck,168.0,142.0,57.0,42.0,18.0,10.0,188.0,799.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,4.5,2.75,673.0,28942772.0,3945,6,5,127,120,33,3953,3.0,3800.0,164.0,13.0,9.0,0.0,1114.4134478889457,1185.161233517983,1478.7125979488865,1077.795015267444,0.0,0.0,162.6158453651,151.5569521021,0.0,339.2240055511
2019,2888,Langenbruck,181.0,144.0,52.0,42.0,22.0,6.0,184.0,788.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,54.0,4.5,2.75,674.0,29593030.0,3899,6,8,80,98,28,3879,0.0,0.0,0.0,7.0,7.0,0.0,1114.4134478889457,1185.161233517983,1478.7125979488865,1077.795015267444,0.0,0.0,162.6158453651,151.5569521021,0.0,339.2240055511
2020,2888,Langenbruck,178.0,153.0,46.0,46.0,17.0,7.0,181.0,780.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,4.5,0.55,676.0,29596503.0,3846,3,8,88,89,23,3840,0.0,0.0,0.0,9.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,2888,Langenbruck,174.0,158.0,51.0,44.0,16.0,7.0,178.0,781.0,0.0,6.0,7200.0,260.0,0.0,0.0,0.0,54.0,4.5,0.55,684.0,29872829.0,3835,1,10,75,67,14,3834,6.0,7200.0,260.0,12.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,2888,Langenbruck,174.0,160.0,55.0,39.0,17.0,8.0,189.0,786.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,5.0,0.55,693.0,30646958.0,3884,6,9,113,84,29,3910,0.0,0.0,0.0,19.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,2888,Langenbruck,188.0,164.0,61.0,37.0,19.0,6.0,211.0,788.0,5.0,0.0,0.0,0.0,7.0,55.0,55.0,56.0,0.0,0.0,0.0,0.0,3985,7,7,115,90,43,4010,0.0,0.0,0.0,9.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,2888,Langenbruck,187.0,164.0,54.0,37.0,18.0,6.0,218.0,781.0,0.0,0.0,0.0,0.0,0.0,55.0,55.0,56.0,0.0,0.0,0.0,0.0,4008,5,10,66,88,32,3981,0.0,0.0,0.0,10.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,2888,Langenbruck,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,55.0,56.0,0.0,0.0,0.0,0.0,2930,3,4,60,68,18,2921,0.0,0.0,0.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010,2787,Laufen,0.0,0.0,0.0,0.0,0.0,0.0,1238.0,3979.0,0.0,6.0,2100.0,494.0,8.0,0.0,0.0,59.0,4.5,3.0,0.0,0.0,20889,51,37,328,379,125,20852,7.0,2300.0,477.0,52.0,39.0,978.5564789850728,1224.5625536376504,1460.625306222771,1969.538281479824,1256.950270022753,81.5412637204,0.0,830.1310474489,1317.0627998451,206.8268382538,2449.1578360915
2011,2787,Laufen,0.0,0.0,0.0,0.0,0.0,0.0,1233.0,4019.0,0.0,12.0,7300.0,576.0,109.0,0.0,0.0,59.0,4.5,2.75,0.0,0.0,20968,40,37,423,351,94,21043,13.0,11200.0,564.0,42.0,48.0,978.5564789850728,1224.5625536376504,1460.625306222771,1969.538281479824,1256.950270022753,81.5412637204,0.0,830.1310474489,1317.0627998451,206.8268382538,2449.1578360915
2012,2787,Laufen,832.0,741.0,305.0,283.0,103.0,55.0,1270.0,4064.0,0.0,6.0,2500.0,538.0,28.0,0.0,0.0,59.0,4.5,2.75,0.0,0.0,21314,33,50,446,384,62,21359,6.0,2500.0,538.0,40.0,39.0,978.5564789850728,1224.5625536376504,1460.625306222771,1969.538281479824,1256.950270022753,81.5412637204,0.0,830.1310474489,1317.0627998451,206.8268382538,2449.1578360915
2013,2787,Laufen,874.0,751.0,306.0,289.0,104.0,49.0,1302.0,4085.0,39.0,6.0,4600.0,461.0,4.0,0.0,0.0,59.0,4.5,2.75,3408.0,183746310.0,21515,48,44,428,372,74,21575,8.0,5300.0,485.0,38.0,41.0,978.5564789850728,1224.5625536376504,1460.625306222771,1969.538281479824,1256.950270022753,81.5412637204,0.0,830.1310474489,1317.0627998451,206.8268382538,2449.1578360915
2014,2787,Laufen,917.0,786.0,300.0,300.0,104.0,46.0,1348.0,4107.0,53.0,5.0,2800.0,591.0,42.0,0.0,0.0,59.0,4.5,2.75,3503.0,187572154.0,21764,39,47,463,347,116,21872,9.0,6500.0,732.0,41.0,33.0,978.5564789850728,1224.5625536376504,1460.625306222771,1969.538281479824,1256.950270022753,81.5412637204,0.0,830.1310474489,1317.0627998451,206.8268382538,2449.1578360915
2015,2787,Laufen,919.0,785.0,292.0,316.0,97.0,52.0,1383.0,4156.0,37.0,6.0,3900.0,580.0,49.0,0.0,0.0,59.0,4.5,2.75,3530.0,189446810.0,22132,57,50,462,422,40,22179,7.0,4700.0,529.0,36.0,48.0,922.4545950844164,1220.7593505521422,1413.8299048629303,1776.0460474825154,1237.863743359565,58.2650447655,27.2512504796,827.2515220275,1345.3236760827,209.2200695128,2467.3115628681
2016,2787,Laufen,904.0,796.0,296.0,299.0,113.0,46.0,1459.0,4115.0,31.0,8.0,4300.0,646.0,19.0,0.0,0.0,59.0,4.5,2.75,3522.0,188754068.0,22291,46,60,428,409,25,22296,12.0,32000.0,320.0,39.0,33.0,922.4545950844164,1220.7593505521422,1413.8299048629303,1776.0460474825154,1237.863743359565,58.2650447655,27.2512504796,827.2515220275,1345.3236760827,209.2200695128,2467.3115628681
2017,2787,Laufen,921.0,800.0,299.0,305.0,110.0,45.0,1452.0,4112.0,54.0,4.0,1400.0,561.0,41.0,0.0,0.0,59.0,4.5,2.75,3517.0,196371323.0,22246,54,55,414,397,61,22262,11.0,4700.0,447.0,36.0,34.0,922.4545950844164,1220.7593505521422,1413.8299048629303,1776.0460474825154,1237.863743359565,58.2650447655,27.2512504796,827.2515220275,1345.3236760827,209.2200695128,2467.3115628681
2018,2787,Laufen,918.0,830.0,283.0,310.0,108.0,50.0,1462.0,4164.0,39.0,5.0,2900.0,594.0,62.0,0.0,0.0,59.0,4.5,2.75,3616.0,200765402.0,22474,48,38,420,375,53,22529,5.0,2900.0,594.0,35.0,34.0,922.4545950844164,1220.7593505521422,1413.8299048629303,1776.0460474825154,1237.863743359565,58.2650447655,27.2512504796,827.2515220275,1345.3236760827,209.2200695128,2467.3115628681
