jahr,bfs_nummer,gemeinde,ds10060_1_person,ds10060_2_personen,ds10060_3_personen,ds10060_4_personen,ds10060_5_personen,ds10060_6_oder_mehr_personen,ds10080_ausland,ds10080_schweiz,ds10180_anzahl,ds10200_falle,ds10200_flache_in_m2,ds10200_quadratmeterpreis_chf,ds10230_neu_erstellte_wohnungen,ds10580_steuerfuss_ertrag_juristische_personen_prozent,ds10580_steuerfuss_kapital_juristische_personen_prozent,ds10580_steuerfuss_natuerliche_personen_prozent,ds10580_steuersatz_ertrag_juristische_personen_prozent,ds10580_steuersatz_kapital_juristische_personen_promille,ds10630_anzahl_steuerpflichtige,ds10630_steuerbares_einkommen_chf,ds10680_anfangsbestand,ds10680_geburten,ds10680_todesfaelle,ds10680_zuzuege,ds10680_wegzuege,ds10680_wanderungssaldo,ds10680_endbestand,ds12070_falle,ds12070_flache_in_m2,ds12070_quadratmeterpreis_chf,ds12880_anzahl_bewilligungen,ds12900_anzahl_bauprojekte,ds13010_1_2,ds13010_3,ds13010_4,ds13010_5plus,ds13010_total,ds13030_andere_situation_unbekannt,ds13030_genossenschafter_innen,ds13030_hauseigentuemer_innen,ds13030_mieter_innen_oder_untermieter_innen,ds13030_stockwerk_wohnungseigentuemer_innen,ds13030_total
2014,2782,Brislach,154.0,228.0,94.0,134.0,22.0,10.0,169.0,1458.0,11.0,3.0,1500.0,425.0,2.0,0.0,0.0,57.0,4.5,2.75,952.0,51719358.0,6509,3,9,83,80,17,6506,3.0,1500.0,425.0,24.0,20.0,991.1696209711272,1174.1427227674974,1461.4441884992548,1643.8098806716282,1295.7416972275498,44.4838444388,0.0,483.2620684349,213.0221718851,25.0561208837,765.8242056425
2015,2782,Brislach,154.0,224.0,100.0,130.0,25.0,8.0,170.0,1446.0,14.0,8.0,3500.0,396.0,7.0,0.0,0.0,57.0,4.5,2.75,962.0,51588746.0,6461,11,16,97,93,26,6460,8.0,3500.0,396.0,16.0,16.0,0.0,1108.172291356872,1497.5327834958175,1257.1323949342795,1288.1669140867973,26.0010806517,0.0,471.8575027023,201.9077253422,28.235896571,728.0022052672
2016,2782,Brislach,158.0,226.0,109.0,127.0,26.0,8.0,177.0,1461.0,4.0,5.0,2300.0,400.0,5.0,0.0,0.0,57.0,4.5,2.75,991.0,53551911.0,6542,11,11,106,81,45,6567,5.0,2300.0,400.0,20.0,27.0,0.0,1108.172291356872,1497.5327834958175,1257.1323949342795,1288.1669140867973,26.0010806517,0.0,471.8575027023,201.9077253422,28.235896571,728.0022052672
2017,2782,Brislach,163.0,218.0,116.0,126.0,27.0,7.0,174.0,1466.0,5.0,5.0,2800.0,510.0,7.0,0.0,0.0,57.0,4.5,2.75,1003.0,53489093.0,6558,16,17,86,84,42,6559,7.0,4500.0,356.0,20.0,22.0,0.0,1108.172291356872,1497.5327834958175,1257.1323949342795,1288.1669140867973,26.0010806517,0.0,471.8575027023,201.9077253422,28.235896571,728.0022052672
2018,2782,Brislach,160.0,231.0,114.0,121.0,26.0,10.0,174.0,1466.0,13.0,4.0,1900.0,482.0,6.0,0.0,0.0,57.0,4.5,2.75,1020.0,54992993.0,6554,15,10,108,99,45,6568,4.0,1900.0,482.0,21.0,11.0,0.0,1108.172291356872,1497.5327834958175,1257.1323949342795,1288.1669140867973,26.0010806517,0.0,471.8575027023,201.9077253422,28.235896571,728.0022052672
2019,2782,Brislach,164.0,242.0,108.0,119.0,27.0,10.0,182.0,1466.0,4.0,4.0,1900.0,416.0,18.0,0.0,0.0,57.0,4.5,2.75,1030.0,57211047.0,6587,13,15,100,92,54,6593,4.0,1900.0,416.0,12.0,17.0,0.0,1108.172291356872,1497.5327834958175,1257.1323949342795,1288.1669140867973,26.0010806517,0.0,471.8575027023,201.9077253422,28.235896571,728.0022052672
2020,2782,Brislach,162.0,245.0,109.0,118.0,31.0,12.0,201.0,1489.0,9.0,0.0,0.0,0.0,10.0,0.0,0.0,57.0,4.5,0.55,1037.0,57766832.0,6743,12,10,120,92,64,6773,0.0,0.0,0.0,23.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,2782,Brislach,174.0,252.0,104.0,124.0,32.0,10.0,214.0,1505.0,11.0,11.0,4300.0,516.0,2.0,0.0,0.0,57.0,4.5,0.55,1074.0,59999336.0,6859,16,10,109,76,33,6898,11.0,4300.0,516.0,15.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,2782,Brislach,173.0,254.0,106.0,116.0,30.0,11.0,220.0,1512.0,0.0,3.0,2100.0,551.0,2.0,0.0,0.0,57.0,4.5,0.55,1054.0,60297398.0,6933,14,15,103,111,18,6924,6.0,4300.0,480.0,25.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,2782,Brislach,184.0,254.0,109.0,115.0,32.0,11.0,230.0,1501.0,4.0,4.0,1400.0,637.0,17.0,50.0,55.0,57.0,0.0,0.0,0.0,0.0,6912,14,6,115,100,43,6935,4.0,1400.0,637.0,19.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,2782,Brislach,192.0,249.0,116.0,118.0,31.0,15.0,246.0,1529.0,0.0,0.0,0.0,0.0,6.0,50.0,55.0,57.0,0.0,0.0,0.0,0.0,7080,15,11,120,85,49,7119,0.0,0.0,0.0,19.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,2782,Brislach,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,55.0,57.0,0.0,0.0,0.0,0.0,5362,6,11,60,57,13,5360,0.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010,2823,Bubendorf,0.0,0.0,0.0,0.0,0.0,0.0,600.0,3795.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,63.0,4.4,3.5,0.0,0.0,17597,39,26,223,274,51,17559,0.0,0.0,0.0,51.0,40.0,908.6703375288116,1271.1198802827644,1535.7368279849873,2288.0478825334208,1459.7755227022044,70.4659981867,0.0,923.6511952413,646.1316810567,189.6359123061,1829.8847867908
2011,2823,Bubendorf,0.0,0.0,0.0,0.0,0.0,0.0,578.0,3800.0,0.0,7.0,2000.0,572.0,44.0,0.0,0.0,63.0,4.4,2.75,0.0,0.0,17488,39,16,272,247,57,17535,8.0,2000.0,574.0,41.0,50.0,908.6703375288116,1271.1198802827644,1535.7368279849873,2288.0478825334208,1459.7755227022044,70.4659981867,0.0,923.6511952413,646.1316810567,189.6359123061,1829.8847867908
2012,2823,Bubendorf,387.0,645.0,279.0,277.0,97.0,41.0,578.0,3840.0,0.0,7.0,2100.0,738.0,13.0,0.0,0.0,63.0,4.4,2.75,0.0,0.0,17677,30,29,262,275,79,17665,12.0,3000.0,715.0,45.0,40.0,908.6703375288116,1271.1198802827644,1535.7368279849873,2288.0478825334208,1459.7755227022044,70.4659981867,0.0,923.6511952413,646.1316810567,189.6359123061,1829.8847867908
2013,2823,Bubendorf,398.0,663.0,264.0,287.0,94.0,40.0,587.0,3847.0,29.0,0.0,0.0,0.0,17.0,0.0,0.0,63.0,4.4,2.75,2625.0,163228713.0,17719,34,28,299,270,35,17754,7.0,10100.0,469.0,34.0,33.0,908.6703375288116,1271.1198802827644,1535.7368279849873,2288.0478825334208,1459.7755227022044,70.4659981867,0.0,923.6511952413,646.1316810567,189.6359123061,1829.8847867908
2014,2823,Bubendorf,411.0,669.0,275.0,274.0,91.0,38.0,613.0,3822.0,47.0,4.0,1700.0,898.0,20.0,0.0,0.0,63.0,4.4,2.75,2631.0,165082741.0,17748,33,18,260,290,58,17733,6.0,7200.0,546.0,33.0,37.0,908.6703375288116,1271.1198802827644,1535.7368279849873,2288.0478825334208,1459.7755227022044,70.4659981867,0.0,923.6511952413,646.1316810567,189.6359123061,1829.8847867908
2015,2823,Bubendorf,439.0,711.0,249.0,265.0,89.0,35.0,633.0,3785.0,22.0,8.0,3700.0,803.0,21.0,0.0,0.0,63.0,4.4,2.75,2646.0,167876692.0,17681,25,39,312,315,27,17664,8.0,3700.0,803.0,36.0,33.0,939.7381286945892,1225.0690456541686,1694.1992349171962,2013.9925125670195,1409.8434773887711,49.2588431152,0.0,867.7363453801,700.5051375925,226.6497868653,1847.0823319318
2016,2823,Bubendorf,447.0,705.0,259.0,282.0,76.0,33.0,646.0,3771.0,21.0,3.0,2200.0,952.0,14.0,0.0,0.0,63.0,4.4,2.75,2647.0,167180191.0,17666,29,38,302,292,32,17667,3.0,2200.0,952.0,37.0,43.0,939.7381286945892,1225.0690456541686,1694.1992349171962,2013.9925125670195,1409.8434773887711,49.2588431152,0.0,867.7363453801,700.5051375925,226.6497868653,1847.0823319318
2017,2823,Bubendorf,434.0,716.0,244.0,280.0,76.0,30.0,653.0,3738.0,23.0,0.0,0.0,0.0,5.0,0.0,0.0,63.0,4.4,2.75,2607.0,171439248.0,17595,38,35,241,304,63,17535,6.0,2000.0,790.0,36.0,34.0,939.7381286945892,1225.0690456541686,1694.1992349171962,2013.9925125670195,1409.8434773887711,49.2588431152,0.0,867.7363453801,700.5051375925,226.6497868653,1847.0823319318
2018,2823,Bubendorf,428.0,716.0,264.0,253.0,90.0,34.0,666.0,3713.0,23.0,10.0,5200.0,1011.0,29.0,0.0,0.0,60.0,4.4,2.75,2616.0,170643582.0,17486,33,28,336,286,66,17541,12.0,14700.0,730.0,44.0,49.0,939.7381286945892,1225.0690456541686,1694.1992349171962,2013.9925125670195,1409.8434773887711,49.2588431152,0.0,867.7363453801,700.5051375925,226.6497868653,1847.0823319318
2019,2823,Bubendorf,460.0,728.0,259.0,270.0,79.0,29.0,686.0,3727.0,31.0,3.0,1100.0,1115.0,30.0,0.0,0.0,60.0,4.4,2.75,2611.0,173563359.0,17646,41,32,299,299,26,17655,5.0,1400.0,980.0,50.0,44.0,939.7381286945892,1225.0690456541686,1694.1992349171962,2013.9925125670195,1409.8434773887711,49.2588431152,0.0,867.7363453801,700.5051375925,226.6497868653,1847.0823319318
2020,2823,Bubendorf,466.0,728.0,255.0,273.0,73.0,26.0,704.0,3688.0,34.0,3.0,1600.0,804.0,13.0,0.0,0.0,60.0,4.4,0.55,2562.0,169390694.0,17596,45,30,281,348,67,17544,7.0,2500.0,724.0,30.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,2823,Bubendorf,488.0,744.0,241.0,272.0,79.0,21.0,711.0,3664.0,20.0,0.0,0.0,0.0,60.0,0.0,0.0,60.0,4.4,0.55,2571.0,168322968.0,17496,48,36,257,260,67,17505,0.0,0.0,0.0,43.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,2823,Bubendorf,512.0,747.0,242.0,278.0,80.0,24.0,767.0,3694.0,12.0,4.0,800.0,1002.0,15.0,0.0,0.0,60.0,4.4,0.55,2581.0,171326216.0,17779,45,40,379,259,120,17904,4.0,800.0,1002.0,29.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,2823,Bubendorf,554.0,756.0,218.0,293.0,78.0,26.0,814.0,3692.0,15.0,6.0,4300.0,982.0,24.0,55.0,55.0,60.0,0.0,0.0,0.0,0.0,18012,31,38,249,216,71,18038,10.0,4500.0,965.0,42.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,2823,Bubendorf,576.0,764.0,215.0,279.0,88.0,26.0,850.0,3675.0,0.0,0.0,0.0,0.0,61.0,55.0,55.0,60.0,0.0,0.0,0.0,0.0,18081,39,34,299,271,58,18114,0.0,0.0,0.0,29.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,2823,Bubendorf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,55.0,60.0,0.0,0.0,0.0,0.0,13706,12,28,276,225,61,13741,0.0,0.0,0.0,16.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010,2843,Buckten,0.0,0.0,0.0,0.0,0.0,0.0,92.0,606.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,64.0,4.5,3.5,0.0,0.0,2793,4,8,52,49,7,2792,0.0,0.0,0.0,6.0,8.0,0.0,929.704385277848,1231.1725273885063,0.0,1192.2794345336702,0.0,0.0,182.150364406,94.2123503227,0.0,297.6470096387
2011,2843,Buckten,0.0,0.0,0.0,0.0,0.0,0.0,94.0,599.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,64.0,4.5,2.75,0.0,0.0,2777,4,4,64,73,13,2768,0.0,0.0,0.0,12.0,12.0,0.0,929.704385277848,1231.1725273885063,0.0,1192.2794345336702,0.0,0.0,182.150364406,94.2123503227,0.0,297.6470096387
2012,2843,Buckten,84.0,108.0,31.0,40.0,15.0,7.0,105.0,586.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,4.5,2.75,0.0,0.0,2762,5,2,51,52,17,2764,0.0,0.0,0.0,13.0,15.0,0.0,929.704385277848,1231.1725273885063,0.0,1192.2794345336702,0.0,0.0,182.150364406,94.2123503227,0.0,297.6470096387
2013,2843,Buckten,79.0,109.0,36.0,38.0,14.0,9.0,101.0,582.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,64.0,4.5,2.75,407.0,22297475.0,2727,6,9,79,66,39,2737,0.0,0.0,0.0,8.0,8.0,0.0,929.704385277848,1231.1725273885063,0.0,1192.2794345336702,0.0,0.0,182.150364406,94.2123503227,0.0,297.6470096387
2014,2843,Buckten,90.0,108.0,32.0,41.0,16.0,7.0,114.0,587.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,64.0,4.5,2.75,405.0,22435442.0,2802,7,2,37,42,19,2802,0.0,0.0,0.0,10.0,8.0,0.0,929.704385277848,1231.1725273885063,0.0,1192.2794345336702,0.0,0.0,182.150364406,94.2123503227,0.0,297.6470096387
2015,2843,Buckten,83.0,117.0,29.0,39.0,18.0,6.0,120.0,576.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,64.0,4.5,2.75,400.0,22240789.0,2785,1,8,62,58,12,2782,0.0,0.0,0.0,6.0,6.0,0.0,0.0,1189.8539448027225,0.0,1038.4756633752977,0.0,0.0,154.0842682404,65.0054268041,19.0357869011,254.4117204538
2016,2843,Buckten,75.0,119.0,36.0,36.0,17.0,6.0,130.0,574.0,6.0,3.0,900.0,205.0,1.0,0.0,0.0,64.0,4.5,2.75,396.0,22790538.0,2817,6,5,46,46,24,2818,3.0,900.0,205.0,5.0,4.0,0.0,0.0,1189.8539448027225,0.0,1038.4756633752977,0.0,0.0,154.0842682404,65.0054268041,19.0357869011,254.4117204538
2017,2843,Buckten,74.0,119.0,36.0,43.0,14.0,4.0,134.0,568.0,0.0,3.0,1400.0,204.0,3.0,0.0,0.0,64.0,4.5,2.75,393.0,23333909.0,2806,4,9,51,47,16,2805,3.0,1400.0,204.0,5.0,6.0,0.0,0.0,1189.8539448027225,0.0,1038.4756633752977,0.0,0.0,154.0842682404,65.0054268041,19.0357869011,254.4117204538
2018,2843,Buckten,84.0,116.0,39.0,42.0,16.0,1.0,138.0,563.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,64.0,4.5,2.75,399.0,23408397.0,2799,5,12,49,37,12,2804,0.0,0.0,0.0,4.0,3.0,0.0,0.0,1189.8539448027225,0.0,1038.4756633752977,0.0,0.0,154.0842682404,65.0054268041,19.0357869011,254.4117204538
2019,2843,Buckten,89.0,116.0,33.0,39.0,16.0,4.0,139.0,558.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,64.0,4.5,2.75,411.0,24487409.0,2790,8,12,53,57,26,2782,0.0,0.0,0.0,1.0,7.0,0.0,0.0,1189.8539448027225,0.0,1038.4756633752977,0.0,0.0,154.0842682404,65.0054268041,19.0357869011,254.4117204538
2020,2843,Buckten,89.0,118.0,36.0,44.0,14.0,2.0,135.0,565.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,4.5,0.55,417.0,24899271.0,2791,2,6,69,55,18,2801,0.0,0.0,0.0,10.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,2843,Buckten,99.0,112.0,40.0,42.0,13.0,5.0,144.0,569.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,64.0,4.5,0.55,431.0,26134892.0,2840,8,7,75,53,22,2863,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,2843,Buckten,94.0,116.0,39.0,40.0,17.0,3.0,141.0,583.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,4.5,0.55,430.0,25927759.0,2892,8,9,64,58,32,2897,0.0,0.0,0.0,10.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,2843,Buckten,100.0,113.0,36.0,44.0,13.0,4.0,150.0,579.0,4.0,0.0,0.0,0.0,0.0,55.0,55.0,64.0,0.0,0.0,0.0,0.0,2919,3,8,54,55,29,2913,0.0,0.0,0.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,2843,Buckten,105.0,112.0,37.0,41.0,17.0,2.0,155.0,574.0,0.0,0.0,0.0,0.0,1.0,55.0,55.0,64.0,0.0,0.0,0.0,0.0,2915,10,4,41,52,17,2910,0.0,0.0,0.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,2843,Buckten,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,55.0,64.0,0.0,0.0,0.0,0.0,2170,6,9,47,24,23,2190,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010,2783,Burg im Leimental,0.0,0.0,0.0,0.0,0.0,0.0,25.0,219.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,970,4,2,15,12,7,975,0.0,0.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,1369.767809887493,0.0,0.0,67.8458551293,30.4397461317,0.0,98.285601261
2011,2783,Burg im Leimental,0.0,0.0,0.0,0.0,0.0,0.0,23.0,228.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,994,4,0,31,18,25,1011,0.0,0.0,0.0,7.0,6.0,0.0,0.0,0.0,0.0,1369.767809887493,0.0,0.0,67.8458551293,30.4397461317,0.0,98.285601261
2012,2783,Burg im Leimental,34.0,32.0,15.0,18.0,2.0,4.0,25.0,235.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1042,5,3,16,23,9,1037,0.0,0.0,0.0,5.0,6.0,0.0,0.0,0.0,0.0,1369.767809887493,0.0,0.0,67.8458551293,30.4397461317,0.0,98.285601261
2013,2783,Burg im Leimental,36.0,37.0,13.0,17.0,3.0,2.0,24.0,228.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1010,3,1,16,23,9,1005,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,1369.767809887493,0.0,0.0,67.8458551293,30.4397461317,0.0,98.285601261
2014,2783,Burg im Leimental,35.0,38.0,13.0,18.0,5.0,2.0,23.0,236.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1026,1,2,19,5,14,1039,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,1369.767809887493,0.0,0.0,67.8458551293,30.4397461317,0.0,98.285601261
2015,2783,Burg im Leimental,36.0,40.0,11.0,17.0,7.0,1.0,20.0,241.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1043,2,1,14,17,13,1041,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1364.6331932027394,0.0,0.0,66.0298568074,31.2542904644,0.0,101.9091171523
2016,2783,Burg im Leimental,40.0,37.0,10.0,16.0,8.0,1.0,24.0,235.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1037,1,0,20,22,12,1036,0.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,1364.6331932027394,0.0,0.0,66.0298568074,31.2542904644,0.0,101.9091171523
2017,2783,Burg im Leimental,40.0,37.0,9.0,15.0,8.0,2.0,34.0,229.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1050,2,2,20,17,15,1053,0.0,0.0,0.0,7.0,6.0,0.0,0.0,0.0,0.0,1364.6331932027394,0.0,0.0,66.0298568074,31.2542904644,0.0,101.9091171523
2018,2783,Burg im Leimental,35.0,41.0,8.0,17.0,8.0,1.0,33.0,232.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1063,0,4,20,16,16,1063,0.0,0.0,0.0,5.0,7.0,0.0,0.0,0.0,0.0,1364.6331932027394,0.0,0.0,66.0298568074,31.2542904644,0.0,101.9091171523
2019,2783,Burg im Leimental,39.0,45.0,11.0,15.0,8.0,1.0,32.0,241.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1084,4,0,21,12,11,1097,0.0,0.0,0.0,7.0,5.0,0.0,0.0,0.0,0.0,1364.6331932027394,0.0,0.0,66.0298568074,31.2542904644,0.0,101.9091171523
2020,2783,Burg im Leimental,38.0,42.0,13.0,14.0,9.0,2.0,33.0,245.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1108,1,4,22,16,20,1111,0.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,2783,Burg im Leimental,36.0,43.0,11.0,15.0,7.0,3.0,36.0,244.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1122,3,4,12,17,7,1116,0.0,0.0,0.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,2783,Burg im Leimental,38.0,46.0,10.0,13.0,7.0,3.0,38.0,237.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1102,3,6,19,18,13,1100,0.0,0.0,0.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,2783,Burg im Leimental,36.0,49.0,13.0,14.0,6.0,3.0,39.0,243.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1119,3,1,26,14,12,1133,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,2783,Burg im Leimental,43.0,52.0,10.0,14.0,6.0,3.0,37.0,251.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1153,3,3,35,33,14,1155,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,2783,Burg im Leimental,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,859,1,2,15,19,8,854,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010,2844,Buus,0.0,0.0,0.0,0.0,0.0,0.0,75.0,877.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,62.0,4.5,2.75,0.0,0.0,3809,6,12,62,56,18,3809,4.0,3900.0,287.0,19.0,17.0,0.0,1177.331325738953,1428.6028094844924,0.0,1228.8448330498677,37.6300661834,0.0,209.2877192624,86.3216279148,31.5294326951,364.7688460557
2011,2844,Buus,0.0,0.0,0.0,0.0,0.0,0.0,75.0,873.0,0.0,5.0,1600.0,428.0,6.0,0.0,0.0,62.0,4.5,2.75,0.0,0.0,3788,4,5,59,56,23,3790,5.0,1600.0,428.0,17.0,16.0,0.0,1177.331325738953,1428.6028094844924,0.0,1228.8448330498677,37.6300661834,0.0,209.2877192624,86.3216279148,31.5294326951,364.7688460557
2012,2844,Buus,90.0,145.0,56.0,52.0,23.0,11.0,77.0,883.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,62.0,4.5,2.75,0.0,0.0,3833,7,5,69,61,18,3843,0.0,0.0,0.0,8.0,7.0,0.0,1177.331325738953,1428.6028094844924,0.0,1228.8448330498677,37.6300661834,0.0,209.2877192624,86.3216279148,31.5294326951,364.7688460557
2013,2844,Buus,91.0,147.0,66.0,49.0,23.0,10.0,79.0,890.0,0.0,4.0,2900.0,353.0,3.0,0.0,0.0,62.0,4.5,2.75,595.0,33573399.0,3868,9,13,63,47,24,3880,4.0,2900.0,353.0,11.0,13.0,0.0,1177.331325738953,1428.6028094844924,0.0,1228.8448330498677,37.6300661834,0.0,209.2877192624,86.3216279148,31.5294326951,364.7688460557
2014,2844,Buus,92.0,149.0,64.0,52.0,22.0,10.0,72.0,905.0,7.0,9.0,2300.0,445.0,4.0,0.0,0.0,62.0,4.5,2.75,588.0,33437485.0,3903,12,9,58,56,12,3908,9.0,2300.0,445.0,18.0,17.0,0.0,1177.331325738953,1428.6028094844924,0.0,1228.8448330498677,37.6300661834,0.0,209.2877192624,86.3216279148,31.5294326951,364.7688460557
2015,2844,Buus,105.0,153.0,63.0,59.0,14.0,13.0,77.0,918.0,13.0,0.0,0.0,0.0,12.0,0.0,0.0,62.0,4.5,2.75,606.0,33975443.0,3965,15,9,82,55,27,3998,0.0,0.0,0.0,11.0,14.0,0.0,1150.6873050729034,1599.7615535987463,0.0,1351.425676623017,16.6810551644,0.0,209.0338729547,110.0623020188,27.7707454562,363.5479755941
2016,2844,Buus,102.0,157.0,62.0,60.0,17.0,10.0,84.0,930.0,0.0,7.0,3000.0,432.0,1.0,0.0,0.0,60.0,4.5,2.75,625.0,34573142.0,4058,12,8,72,80,40,4054,7.0,3000.0,432.0,18.0,16.0,0.0,1150.6873050729034,1599.7615535987463,0.0,1351.425676623017,16.6810551644,0.0,209.0338729547,110.0623020188,27.7707454562,363.5479755941
2017,2844,Buus,98.0,159.0,69.0,63.0,17.0,10.0,93.0,941.0,0.0,4.0,2300.0,484.0,7.0,0.0,0.0,60.0,4.5,2.75,636.0,35477285.0,4116,8,8,118,80,42,4154,8.0,7700.0,386.0,19.0,20.0,0.0,1150.6873050729034,1599.7615535987463,0.0,1351.425676623017,16.6810551644,0.0,209.0338729547,110.0623020188,27.7707454562,363.5479755941
2018,2844,Buus,111.0,165.0,74.0,54.0,24.0,8.0,101.0,963.0,10.0,0.0,0.0,0.0,12.0,0.0,0.0,60.0,4.5,2.75,655.0,38106217.0,4239,11,7,77,53,30,4267,3.0,1900.0,413.0,7.0,8.0,0.0,1150.6873050729034,1599.7615535987463,0.0,1351.425676623017,16.6810551644,0.0,209.0338729547,110.0623020188,27.7707454562,363.5479755941
