jahr,bfs_nummer,gemeinde,ds10630_avg_haushaltsgrosse,ds10080_anteil_auslaender_pct,ds10080_anteil_schweizer_pct,ds10060_1_person,ds10060_2_personen,ds10060_3_personen,ds10060_4_personen,ds10060_5_personen,ds10060_6_oder_mehr_personen,ds10080_ausland,ds10080_schweiz,ds10180_anzahl,ds10200_falle,ds10200_flache_in_m2,ds10200_quadratmeterpreis_chf,ds10230_neu_erstellte_wohnungen,ds10580_steuerfuss_ertrag_juristische_personen_prozent,ds10580_steuerfuss_kapital_juristische_personen_prozent,ds10580_steuerfuss_natuerliche_personen_prozent,ds10580_steuersatz_ertrag_juristische_personen_prozent,ds10580_steuersatz_kapital_juristische_personen_promille,ds10630_anzahl_steuerpflichtige,ds10630_steuerbares_einkommen_chf,ds10680_anfangsbestand,ds10680_geburten,ds10680_todesfaelle,ds10680_zuzuege,ds10680_wegzuege,ds10680_wanderungssaldo,ds10680_endbestand,ds12070_falle,ds12070_flache_in_m2,ds12070_quadratmeterpreis_chf,ds12880_anzahl_bewilligungen,ds12900_anzahl_bauprojekte,ds13010_1_2,ds13010_3,ds13010_4,ds13010_5plus,ds13010_total,ds13030_andere_situation_unbekannt,ds13030_genossenschafter_innen,ds13030_hauseigentuemer_innen,ds13030_mieter_innen_oder_untermieter_innen,ds13030_stockwerk_wohnungseigentuemer_innen,ds13030_total
2010,2841,Anwil,0.0,7.18,92.82,0.0,0.0,0.0,0.0,0.0,0.0,41.0,530.0,0.0,5.0,3500.0,319.0,2.0,0.0,0.0,60.0,4.5,3.5,0.0,0.0,2274,9,5,41,20,21,2299,5.0,3500.0,319.0,6.0,6,0.0,0.0,1464.3658752175895,0.0,1454.0502129122128,25.8304833263,0.0,103.1892220307,40.0775443967,0.0,174.7687801456
2011,2841,Anwil,0.0,6.81,93.19,0.0,0.0,0.0,0.0,0.0,0.0,40.0,547.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,60.0,4.5,2.75,0.0,0.0,2352,11,3,24,40,26,2344,0.0,0.0,0.0,13.0,13,0.0,0.0,1464.3658752175895,0.0,1454.0502129122128,25.8304833263,0.0,103.1892220307,40.0775443967,0.0,174.7687801456
2012,2841,Anwil,2.74,7.41,92.59,37.0,74.0,30.0,49.0,12.0,7.0,43.0,537.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,60.0,4.5,2.75,0.0,0.0,2317,4,4,32,31,17,2318,0.0,0.0,0.0,11.0,10,0.0,0.0,1464.3658752175895,0.0,1454.0502129122128,25.8304833263,0.0,103.1892220307,40.0775443967,0.0,174.7687801456
2013,2841,Anwil,2.67,7.04,92.96,43.0,74.0,35.0,48.0,11.0,6.0,41.0,541.0,0.0,3.0,2000.0,379.0,4.0,0.0,0.0,60.0,4.5,2.75,321.0,18561458.0,2322,2,3,27,18,15,2330,3.0,2000.0,379.0,7.0,9,0.0,0.0,1464.3658752175895,0.0,1454.0502129122128,25.8304833263,0.0,103.1892220307,40.0775443967,0.0,174.7687801456
2014,2841,Anwil,2.67,7.23,92.77,42.0,74.0,33.0,50.0,12.0,4.0,42.0,539.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,60.0,4.5,2.75,326.0,18252484.0,2329,5,1,19,33,16,2319,0.0,0.0,0.0,11.0,9,0.0,0.0,1464.3658752175895,0.0,1454.0502129122128,25.8304833263,0.0,103.1892220307,40.0775443967,0.0,174.7687801456
2015,2841,Anwil,2.59,7.02,92.98,48.0,74.0,40.0,44.0,13.0,3.0,41.0,543.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,60.0,4.5,2.75,332.0,18865555.0,2332,6,6,37,26,13,2343,0.0,0.0,0.0,6.0,8,0.0,0.0,0.0,0.0,1273.541876066167,16.4632264477,0.0,119.4595151053,36.9033629229,0.0,179.5210287499
2016,2841,Anwil,2.58,7.01,92.99,46.0,81.0,37.0,45.0,11.0,4.0,41.0,544.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,63.0,4.5,2.75,337.0,19573306.0,2339,2,4,22,23,13,2336,0.0,0.0,0.0,8.0,5,0.0,0.0,0.0,0.0,1273.541876066167,16.4632264477,0.0,119.4595151053,36.9033629229,0.0,179.5210287499
2017,2841,Anwil,2.55,6.21,93.79,49.0,80.0,34.0,42.0,15.0,2.0,36.0,544.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,4.5,2.75,335.0,18906350.0,2325,10,4,18,35,17,2314,0.0,0.0,0.0,7.0,8,0.0,0.0,0.0,0.0,1273.541876066167,16.4632264477,0.0,119.4595151053,36.9033629229,0.0,179.5210287499
2018,2841,Anwil,2.49,6.32,93.68,47.0,90.0,37.0,38.0,12.0,2.0,36.0,534.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,63.0,4.5,2.75,338.0,19748150.0,2285,2,3,24,32,16,2276,0.0,0.0,0.0,5.0,8,0.0,0.0,0.0,0.0,1273.541876066167,16.4632264477,0.0,119.4595151053,36.9033629229,0.0,179.5210287499
2019,2841,Anwil,2.44,6.06,93.94,53.0,86.0,39.0,31.0,12.0,4.0,34.0,527.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,4.5,2.75,339.0,18955513.0,2252,7,3,19,37,18,2238,0.0,0.0,0.0,12.0,9,0.0,0.0,0.0,0.0,1273.541876066167,16.4632264477,0.0,119.4595151053,36.9033629229,0.0,179.5210287499
2020,2841,Anwil,2.37,6.01,93.99,56.0,91.0,36.0,31.0,11.0,2.0,33.0,516.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,60.0,2.75,0.55,335.0,18989914.0,2204,2,2,22,33,17,2193,0.0,0.0,0.0,5.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,2841,Anwil,2.36,5.24,94.76,55.0,90.0,35.0,30.0,9.0,3.0,28.0,506.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,60.0,2.75,0.55,324.0,19697088.0,2142,4,10,29,37,14,2128,0.0,0.0,0.0,5.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,2841,Anwil,2.35,6.18,93.82,55.0,95.0,31.0,33.0,8.0,3.0,33.0,501.0,0.0,4.0,2600.0,390.0,1.0,0.0,0.0,60.0,2.75,0.55,314.0,19424990.0,2133,8,5,30,24,12,2142,5.0,2700.0,386.0,10.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,2841,Anwil,2.33,7.38,92.62,55.0,106.0,21.0,35.0,9.0,3.0,40.0,502.0,0.0,0.0,0.0,0.0,1.0,40.0,50.0,60.0,0.0,0.0,0.0,0.0,2164,6,4,34,29,11,2171,0.0,0.0,0.0,3.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,2841,Anwil,2.33,8.01,91.99,61.0,100.0,23.0,36.0,9.0,4.0,44.0,505.0,0.0,0.0,0.0,0.0,2.0,40.0,50.0,60.0,0.0,0.0,0.0,0.0,2188,8,2,35,24,11,2205,0.0,0.0,0.0,10.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,2841,Anwil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,50.0,60.0,0.0,0.0,0.0,0.0,1681,1,1,19,20,1,1680,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010,2821,Arisdorf,0.0,7.92,92.08,0.0,0.0,0.0,0.0,0.0,0.0,125.0,1453.0,0.0,9.0,3700.0,534.0,9.0,0.0,0.0,59.0,4.5,3.5,0.0,0.0,6314,11,9,86,91,17,6311,10.0,4200.0,523.0,38.0,26,0.0,1296.5454604608356,1486.2472477473036,1738.612926007518,1323.4870880043466,44.5514568311,0.0,463.2345985752,114.0803341321,46.1701982985,668.0365878369
2011,2821,Arisdorf,0.0,8.41,91.59,0.0,0.0,0.0,0.0,0.0,0.0,134.0,1460.0,0.0,7.0,1700.0,622.0,35.0,0.0,0.0,59.0,4.5,2.75,0.0,0.0,6361,13,9,122,100,34,6387,7.0,1700.0,622.0,12.0,15,0.0,1296.5454604608356,1486.2472477473036,1738.612926007518,1323.4870880043466,44.5514568311,0.0,463.2345985752,114.0803341321,46.1701982985,668.0365878369
2012,2821,Arisdorf,2.49,8.62,91.38,131.0,267.0,95.0,96.0,34.0,13.0,140.0,1484.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,59.0,4.5,2.75,0.0,0.0,6487,17,8,129,119,38,6506,0.0,0.0,0.0,14.0,15,0.0,1296.5454604608356,1486.2472477473036,1738.612926007518,1323.4870880043466,44.5514568311,0.0,463.2345985752,114.0803341321,46.1701982985,668.0365878369
2013,2821,Arisdorf,2.46,9.19,90.81,140.0,271.0,91.0,97.0,33.0,13.0,149.0,1472.0,11.0,3.0,1400.0,398.0,0.0,0.0,0.0,59.0,4.5,2.75,959.0,67272696.0,6485,9,17,108,102,40,6483,4.0,2300.0,472.0,21.0,18,0.0,1296.5454604608356,1486.2472477473036,1738.612926007518,1323.4870880043466,44.5514568311,0.0,463.2345985752,114.0803341321,46.1701982985,668.0365878369
2014,2821,Arisdorf,2.49,9.49,90.51,139.0,263.0,84.0,108.0,34.0,12.0,154.0,1468.0,8.0,0.0,0.0,0.0,2.0,0.0,0.0,59.0,4.5,2.75,967.0,66006436.0,6489,16,15,107,108,45,6489,3.0,3600.0,424.0,10.0,12,0.0,1296.5454604608356,1486.2472477473036,1738.612926007518,1323.4870880043466,44.5514568311,0.0,463.2345985752,114.0803341321,46.1701982985,668.0365878369
2015,2821,Arisdorf,2.5,9.88,90.12,141.0,263.0,89.0,116.0,35.0,11.0,162.0,1478.0,11.0,0.0,0.0,0.0,8.0,0.0,0.0,59.0,4.5,2.75,982.0,68050162.0,6536,12,11,139,95,44,6581,0.0,0.0,0.0,21.0,21,0.0,1285.93126603988,1601.22218654899,1802.8749889660137,1492.762047163475,34.9043465486,0.0,379.9956032795,138.749765489,59.6266217782,613.2763370953
2016,2821,Arisdorf,2.49,10.82,89.18,142.0,262.0,104.0,102.0,36.0,12.0,180.0,1483.0,15.0,0.0,0.0,0.0,1.0,0.0,0.0,59.0,4.5,2.75,983.0,68597107.0,6652,12,12,109,111,6,6650,0.0,0.0,0.0,13.0,14,0.0,1285.93126603988,1601.22218654899,1802.8749889660137,1492.762047163475,34.9043465486,0.0,379.9956032795,138.749765489,59.6266217782,613.2763370953
2017,2821,Arisdorf,2.47,11.33,88.67,138.0,267.0,101.0,103.0,31.0,11.0,188.0,1471.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,4.5,2.75,971.0,69512272.0,6642,4,8,86,100,34,6624,0.0,0.0,0.0,19.0,23,0.0,1285.93126603988,1601.22218654899,1802.8749889660137,1492.762047163475,34.9043465486,0.0,379.9956032795,138.749765489,59.6266217782,613.2763370953
2018,2821,Arisdorf,2.46,11.08,88.92,151.0,256.0,102.0,107.0,29.0,12.0,183.0,1468.0,4.0,3.0,2100.0,556.0,9.0,0.0,0.0,59.0,4.5,2.75,1007.0,70704006.0,6599,14,17,127,117,20,6606,3.0,2100.0,556.0,11.0,11,0.0,1285.93126603988,1601.22218654899,1802.8749889660137,1492.762047163475,34.9043465486,0.0,379.9956032795,138.749765489,59.6266217782,613.2763370953
2019,2821,Arisdorf,2.42,11.51,88.49,150.0,277.0,111.0,92.0,29.0,13.0,192.0,1476.0,9.0,3.0,3600.0,769.0,9.0,0.0,0.0,59.0,4.5,2.75,1019.0,71871032.0,6666,9,8,115,105,36,6677,4.0,3900.0,748.0,12.0,12,0.0,1285.93126603988,1601.22218654899,1802.8749889660137,1492.762047163475,34.9043465486,0.0,379.9956032795,138.749765489,59.6266217782,613.2763370953
2020,2821,Arisdorf,2.41,11.67,88.33,165.0,282.0,105.0,98.0,33.0,12.0,194.0,1468.0,9.0,0.0,0.0,0.0,15.0,0.0,0.0,59.0,4.5,0.55,1057.0,71477535.0,6629,17,13,136,103,83,6666,0.0,0.0,0.0,17.0,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,2821,Arisdorf,2.4,12.51,87.49,174.0,274.0,106.0,95.0,34.0,14.0,214.0,1497.0,6.0,0.0,0.0,0.0,3.0,0.0,0.0,59.0,4.5,0.55,1059.0,70501874.0,6840,17,10,105,101,30,6851,0.0,0.0,0.0,20.0,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,2821,Arisdorf,2.41,13.27,86.73,177.0,272.0,99.0,108.0,30.0,14.0,227.0,1484.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,59.0,4.5,0.55,1051.0,74295978.0,6834,11,16,104,83,43,6850,0.0,0.0,0.0,20.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,2821,Arisdorf,2.4,14.13,85.87,178.0,276.0,96.0,109.0,30.0,14.0,245.0,1489.0,0.0,0.0,0.0,0.0,1.0,55.0,55.0,59.0,0.0,0.0,0.0,0.0,6919,8,11,125,93,58,6948,0.0,0.0,0.0,12.0,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,2821,Arisdorf,2.39,15.88,84.12,188.0,270.0,99.0,111.0,34.0,11.0,281.0,1489.0,0.0,0.0,0.0,0.0,5.0,55.0,55.0,59.0,0.0,0.0,0.0,0.0,7071,11,17,144,114,40,7095,0.0,0.0,0.0,15.0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,2821,Arisdorf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,55.0,59.0,0.0,0.0,0.0,0.0,5262,8,14,95,125,40,5226,0.0,0.0,0.0,5.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010,2763,Arlesheim,0.0,19.41,80.59,0.0,0.0,0.0,0.0,0.0,0.0,1744.0,7243.0,0.0,5.0,6600.0,1096.0,35.0,0.0,0.0,45.0,4.0,3.5,0.0,0.0,35897,84,80,668,571,115,35998,6.0,10200.0,1045.0,55.0,49,1088.6179674259172,1321.7113204948791,1700.9157611053902,2486.6577254262943,1509.930258037844,90.9702670936,126.3240745233,1112.808428607,2257.4310365705,536.3149614865,4123.8487682809
2011,2763,Arlesheim,0.0,19.42,80.58,0.0,0.0,0.0,0.0,0.0,0.0,1750.0,7261.0,0.0,26.0,10000.0,1267.0,103.0,0.0,0.0,45.0,4.0,2.75,0.0,0.0,36043,62,110,688,641,179,36042,28.0,10200.0,1261.0,56.0,58,1088.6179674259172,1321.7113204948791,1700.9157611053902,2486.6577254262943,1509.930258037844,90.9702670936,126.3240745233,1112.808428607,2257.4310365705,536.3149614865,4123.8487682809
