periode,raum,bezirk_code,bezirk_text,gemeinde_code,gemeinde_text,bewohnertyp_code,bewohnertyp_text,beobachtungen,schatzwert,schatzbereich_von,schatzbereich_bis,vi_absolut,vi_prozent,genauigkeit
2010/2014,BL,1303,Bezirk Liestal,2831,Pratteln,2,Genossenschafter/innen,42.0,179.9098472593,128.274337426384,231.545357092216,51.6355098329158,28.7007690904738,Schätzwert bedingt zuverlässig
2010/2014,BL,1303,Bezirk Liestal,2831,Pratteln,3,Stockwerk-/Wohnungseigentümer/innen,165.0,666.6513405271,572.669882570385,760.632798483815,93.9814579567147,14.0975427848696,Schätzwert zuverlässig
2010/2014,BL,1303,Bezirk Liestal,2831,Pratteln,4,Hauseigentümer/innen,457.0,1533.9178898069,1404.51058426399,1663.32519534981,129.407305542911,8.43639065707757,Schätzwert zuverlässig
2010/2014,BL,1303,Bezirk Liestal,2831,Pratteln,5,andere Situation/unbekannt,49.0,150.5740297019,109.929206813078,191.218852590722,40.6448228888216,26.993249081059,Schätzwert bedingt zuverlässig
2010/2014,BL,1303,Bezirk Liestal,2832,Ramlinsburg,1,Mieter/innen oder Untermieter/innen,9.0,37.4990391108,15.5417720548991,59.4563061667009,21.9572670559009,58.5542125253472,Schätzwert bedingt zuverlässig
2010/2014,BL,1303,Bezirk Liestal,2832,Ramlinsburg,3,Stockwerk-/Wohnungseigentümer/innen,8.0,28.0273462825,9.68147565209095,46.3732169129091,18.3458706304091,65.4570377284133,Schätzwert bedingt zuverlässig
2010/2014,BL,1303,Bezirk Liestal,2832,Ramlinsburg,4,Hauseigentümer/innen,55.0,183.7507753899,138.688596562027,228.812954217773,45.0621788278734,24.5235312516402,Schätzwert zuverlässig
2010/2014,BL,1303,Bezirk Liestal,2832,Ramlinsburg,5,andere Situation/unbekannt,7.0,20.126481908,5.04417681489326,35.2087870011067,15.0823050931067,74.9376128528043,Schätzwert bedingt zuverlässig
2010/2014,BL,1303,Bezirk Liestal,2833,Seltisberg,1,Mieter/innen oder Untermieter/innen,21.0,81.5685251407,49.2249467857097,113.91210349569,32.3435783549904,39.6520328143729,Schätzwert bedingt zuverlässig
2010/2014,BL,1303,Bezirk Liestal,2833,Seltisberg,3,Stockwerk-/Wohnungseigentümer/innen,,,,,,,Kein Schätzwert (vertraulich)
2010/2014,BL,1303,Bezirk Liestal,2833,Seltisberg,4,Hauseigentümer/innen,121.0,432.0326614696,360.235273032115,503.830049907085,71.7973884374852,16.6185093953915,Schätzwert zuverlässig
2010/2014,BL,1303,Bezirk Liestal,2833,Seltisberg,5,andere Situation/unbekannt,10.0,30.2964062032,11.1235453000036,49.4692671063964,19.1728609031964,63.2842746251907,Schätzwert bedingt zuverlässig
2010/2014,BL,1304,Bezirk Sissach,2841,Anwil,1,Mieter/innen oder Untermieter/innen,11.0,40.0775443967,18.5912077143997,61.5638810790004,21.4863366823003,53.6119091270211,Schätzwert bedingt zuverlässig
2010/2014,BL,1304,Bezirk Sissach,2841,Anwil,3,Stockwerk-/Wohnungseigentümer/innen,,,,,,,Kein Schätzwert (vertraulich)
2010/2014,BL,1304,Bezirk Sissach,2841,Anwil,4,Hauseigentümer/innen,36.0,103.1892220307,71.5208490664884,134.857594994912,31.6683729642116,30.6896130632615,Schätzwert bedingt zuverlässig
2010/2014,BL,1304,Bezirk Sissach,2841,Anwil,5,andere Situation/unbekannt,9.0,25.8304833263,10.911872189863,40.749094462737,14.918611136437,57.7558342520334,Schätzwert bedingt zuverlässig
2010/2014,BL,1304,Bezirk Sissach,2842,Böckten,1,Mieter/innen oder Untermieter/innen,19.0,79.3808789883,45.8903547228195,112.87140325378,33.4905242654805,42.1896616569548,Schätzwert bedingt zuverlässig
2010/2014,BL,1304,Bezirk Sissach,2842,Böckten,2,Genossenschafter/innen,8.0,30.4971720456,11.4021686454006,49.5921754457994,19.0950034001994,62.6123739330589,Schätzwert bedingt zuverlässig
2010/2014,BL,1304,Bezirk Sissach,2842,Böckten,3,Stockwerk-/Wohnungseigentümer/innen,,,,,,,Kein Schätzwert (vertraulich)
2010/2014,BL,1304,Bezirk Sissach,2842,Böckten,4,Hauseigentümer/innen,66.0,210.9736723649,164.665372453613,257.281972276187,46.3082999112867,21.9498003671244,Schätzwert zuverlässig
2010/2014,BL,1304,Bezirk Sissach,2842,Böckten,5,andere Situation/unbekannt,7.0,19.938350837,6.76058109841538,33.1161205755846,13.1777697385846,66.0925762933731,Schätzwert bedingt zuverlässig
2010/2014,BL,1304,Bezirk Sissach,2843,Buckten,1,Mieter/innen oder Untermieter/innen,23.0,94.2123503227,58.8389598098267,129.585740835573,35.3733905128733,37.5464473518715,Schätzwert bedingt zuverlässig
2010/2014,BL,1304,Bezirk Sissach,2843,Buckten,3,Stockwerk-/Wohnungseigentümer/innen,,,,,,,Kein Schätzwert (vertraulich)
2010/2014,BL,1304,Bezirk Sissach,2843,Buckten,4,Hauseigentümer/innen,49.0,182.150364406,133.212307064467,231.088421747533,48.9380573415334,26.8668456970276,Schätzwert bedingt zuverlässig
2010/2014,BL,1304,Bezirk Sissach,2843,Buckten,5,andere Situation/unbekannt,,,,,,,Kein Schätzwert (vertraulich)
2010/2014,BL,1304,Bezirk Sissach,2844,Buus,1,Mieter/innen oder Untermieter/innen,20.0,86.3216279148,51.9506620726481,120.692593756952,34.3709658421519,39.817328139451,Schätzwert bedingt zuverlässig
2010/2014,BL,1304,Bezirk Sissach,2844,Buus,3,Stockwerk-/Wohnungseigentümer/innen,8.0,31.5294326951,11.060881371012,51.997984019188,20.468551324088,64.9188696860664,Schätzwert bedingt zuverlässig
2010/2014,BL,1304,Bezirk Sissach,2844,Buus,4,Hauseigentümer/innen,65.0,209.2877192624,163.290417144125,255.285021380675,45.9973021182749,21.978022542548,Schätzwert zuverlässig
2010/2014,BL,1304,Bezirk Sissach,2844,Buus,5,andere Situation/unbekannt,9.0,37.6300661834,14.6171953948505,60.6429369719495,23.0128707885495,61.1555416256517,Schätzwert bedingt zuverlässig
2010/2014,BL,1304,Bezirk Sissach,2845,Diepflingen,1,Mieter/innen oder Untermieter/innen,28.0,121.2696143133,79.9577277958705,162.58150083073,41.3118865174296,34.0661481867175,Schätzwert bedingt zuverlässig
2010/2014,BL,1304,Bezirk Sissach,2845,Diepflingen,3,Stockwerk-/Wohnungseigentümer/innen,,,,,,,Kein Schätzwert (vertraulich)
2010/2014,BL,1304,Bezirk Sissach,2845,Diepflingen,4,Hauseigentümer/innen,48.0,160.9710785386,118.13853715997,203.80361991723,42.8325413786297,26.6088428850023,Schätzwert bedingt zuverlässig
2010/2014,BL,1304,Bezirk Sissach,2846,Gelterkinden,1,Mieter/innen oder Untermieter/innen,255.0,1105.4818700497,979.204849791246,1231.75889030815,126.277020258454,11.4228033656289,Schätzwert zuverlässig
2010/2014,BL,1304,Bezirk Sissach,2846,Gelterkinden,2,Genossenschafter/innen,5.0,31.7140349705,7.01593239128698,56.412137549713,24.698102579213,77.8775157503197,Schätzwert bedingt zuverlässig
2010/2014,BL,1304,Bezirk Sissach,2846,Gelterkinden,3,Stockwerk-/Wohnungseigentümer/innen,44.0,181.9652497008,130.925108058473,233.005391343127,51.0401416423274,28.0493894995067,Schätzwert bedingt zuverlässig
2010/2014,BL,1304,Bezirk Sissach,2846,Gelterkinden,4,Hauseigentümer/innen,329.0,1120.8839445028,1009.54483390756,1232.22305509804,111.339110595243,9.93315241433234,Schätzwert zuverlässig
2010/2014,BL,1304,Bezirk Sissach,2846,Gelterkinden,5,andere Situation/unbekannt,36.0,136.0668445641,92.8341113069427,179.299577821257,43.2327332571573,31.7731578149376,Schätzwert bedingt zuverlässig
2010/2014,BL,1304,Bezirk Sissach,2847,Häfelfingen,1,Mieter/innen oder Untermieter/innen,6.0,20.8548762267,5.17035174778673,36.5394007056133,15.6845244789133,75.2079480521335,Schätzwert bedingt zuverlässig
2010/2014,BL,1304,Bezirk Sissach,2847,Häfelfingen,3,Stockwerk-/Wohnungseigentümer/innen,,,,,,,Kein Schätzwert (vertraulich)
2010/2014,BL,1304,Bezirk Sissach,2847,Häfelfingen,4,Hauseigentümer/innen,13.0,40.1961273242,20.8091685263047,59.5830861220953,19.3869587978953,48.2309120018719,Schätzwert bedingt zuverlässig
2010/2014,BL,1304,Bezirk Sissach,2847,Häfelfingen,5,andere Situation/unbekannt,,,,,,,Kein Schätzwert (vertraulich)
2010/2014,BL,1304,Bezirk Sissach,2848,Hemmiken,1,Mieter/innen oder Untermieter/innen,,,,,,,Kein Schätzwert (vertraulich)
2010/2014,BL,1304,Bezirk Sissach,2848,Hemmiken,3,Stockwerk-/Wohnungseigentümer/innen,,,,,,,Kein Schätzwert (vertraulich)
2010/2014,BL,1304,Bezirk Sissach,2848,Hemmiken,4,Hauseigentümer/innen,20.0,69.7254997685,40.7903976416051,98.6606018953949,28.9351021268949,41.498594091063,Schätzwert bedingt zuverlässig
2010/2014,BL,1304,Bezirk Sissach,2848,Hemmiken,5,andere Situation/unbekannt,,,,,,,Kein Schätzwert (vertraulich)
2010/2014,BL,1304,Bezirk Sissach,2849,Itingen,1,Mieter/innen oder Untermieter/innen,70.0,301.5254435743,236.08745593481,366.96343121379,65.4379876394895,21.7023103801072,Schätzwert zuverlässig
2010/2014,BL,1304,Bezirk Sissach,2849,Itingen,2,Genossenschafter/innen,,,,,,,Kein Schätzwert (vertraulich)
2010/2014,BL,1304,Bezirk Sissach,2849,Itingen,3,Stockwerk-/Wohnungseigentümer/innen,7.0,21.497744242,7.4814302778656,35.5140582061344,14.0163139641344,65.1989985849344,Schätzwert bedingt zuverlässig
2010/2014,BL,1304,Bezirk Sissach,2849,Itingen,4,Hauseigentümer/innen,148.0,501.5183316431,428.069841723858,574.966821562342,73.4484899192422,14.6452253656624,Schätzwert zuverlässig
2010/2014,BL,1304,Bezirk Sissach,2849,Itingen,5,andere Situation/unbekannt,10.0,31.5847524119,13.4625385995788,49.7069662242212,18.1222138123212,57.3764630983569,Schätzwert bedingt zuverlässig
2010/2014,BL,1304,Bezirk Sissach,2850,Känerkinden,1,Mieter/innen oder Untermieter/innen,8.0,35.8055411986,12.5917745893037,59.0193078078963,23.2137666092963,64.8328885200706,Schätzwert bedingt zuverlässig
2010/2014,BL,1304,Bezirk Sissach,2850,Känerkinden,3,Stockwerk-/Wohnungseigentümer/innen,,,,,,,Kein Schätzwert (vertraulich)
2010/2014,BL,1304,Bezirk Sissach,2850,Känerkinden,4,Hauseigentümer/innen,49.0,178.7060605252,132.055371044148,225.356750006252,46.6506894810521,26.1047047559272,Schätzwert bedingt zuverlässig
2010/2014,BL,1304,Bezirk Sissach,2850,Känerkinden,5,andere Situation/unbekannt,,,,,,,Kein Schätzwert (vertraulich)
2010/2014,BL,1304,Bezirk Sissach,2852,Läufelfingen,1,Mieter/innen oder Untermieter/innen,18.0,74.8049374042,42.0877205719021,107.522154236498,32.717216832298,43.736707719591,Schätzwert bedingt zuverlässig
2010/2014,BL,1304,Bezirk Sissach,2852,Läufelfingen,3,Stockwerk-/Wohnungseigentümer/innen,10.0,38.2294965003,17.2523893395303,59.2066036610697,20.9771071607697,54.8715235122311,Schätzwert bedingt zuverlässig
2010/2014,BL,1304,Bezirk Sissach,2852,Läufelfingen,4,Hauseigentümer/innen,82.0,289.9122311047,231.752963804703,348.071498404697,58.1592672999975,20.0609912449653,Schätzwert zuverlässig
2010/2014,BL,1304,Bezirk Sissach,2852,Läufelfingen,5,andere Situation/unbekannt,5.0,15.1637958594,3.78921229558522,26.5383794232148,11.3745835638148,75.0114527344003,Schätzwert bedingt zuverlässig
2010/2014,BL,1304,Bezirk Sissach,2853,Maisprach,1,Mieter/innen oder Untermieter/innen,32.0,136.7618985084,92.8160038367089,180.707793180091,43.9458946716912,32.1331417236739,Schätzwert bedingt zuverlässig
2010/2014,BL,1304,Bezirk Sissach,2853,Maisprach,3,Stockwerk-/Wohnungseigentümer/innen,5.0,17.8789756998,3.17261604860626,32.5853353509937,14.7063596511937,82.2550458042082,Schätzwert bedingt zuverlässig
2010/2014,BL,1304,Bezirk Sissach,2853,Maisprach,4,Hauseigentümer/innen,67.0,233.3262136153,181.605810027539,285.046617203062,51.7204035877615,22.1665636219667,Schätzwert zuverlässig
2010/2014,BL,1304,Bezirk Sissach,2853,Maisprach,5,andere Situation/unbekannt,7.0,28.8441549502,8.03015756011339,49.6581523402866,20.8139973900866,72.1601912970666,Schätzwert bedingt zuverlässig
2010/2014,BL,1304,Bezirk Sissach,2854,Nusshof,1,Mieter/innen oder Untermieter/innen,,,,,,,Kein Schätzwert (vertraulich)
2010/2014,BL,1304,Bezirk Sissach,2854,Nusshof,4,Hauseigentümer/innen,25.0,92.0184883878,59.3238627344934,124.713114041107,32.6946256533066,35.5304963449512,Schätzwert bedingt zuverlässig
2010/2014,BL,1304,Bezirk Sissach,2854,Nusshof,5,andere Situation/unbekannt,,,,,,,Kein Schätzwert (vertraulich)
2010/2014,BL,1304,Bezirk Sissach,2855,Oltingen,1,Mieter/innen oder Untermieter/innen,12.0,60.0874905884,28.7061189672117,91.4688622095884,31.3813716211884,52.2261311196221,Schätzwert bedingt zuverlässig
2010/2014,BL,1304,Bezirk Sissach,2855,Oltingen,3,Stockwerk-/Wohnungseigentümer/innen,,,,,,,Kein Schätzwert (vertraulich)
2010/2014,BL,1304,Bezirk Sissach,2855,Oltingen,4,Hauseigentümer/innen,32.0,96.6451103351,67.2013034290612,126.088917241139,29.4438069060388,30.4659043835199,Schätzwert bedingt zuverlässig
2010/2014,BL,1304,Bezirk Sissach,2855,Oltingen,5,andere Situation/unbekannt,,,,,,,Kein Schätzwert (vertraulich)
2010/2014,BL,1304,Bezirk Sissach,2856,Ormalingen,1,Mieter/innen oder Untermieter/innen,78.0,362.1441076771,287.492312158827,436.795903195373,74.6517955182728,20.6138368499523,Schätzwert zuverlässig
2010/2014,BL,1304,Bezirk Sissach,2856,Ormalingen,2,Genossenschafter/innen,,,,,,,Kein Schätzwert (vertraulich)
2010/2014,BL,1304,Bezirk Sissach,2856,Ormalingen,3,Stockwerk-/Wohnungseigentümer/innen,22.0,76.1920246181,47.6479008751082,104.736148361092,28.5441237429918,37.4634010397604,Schätzwert bedingt zuverlässig
2010/2014,BL,1304,Bezirk Sissach,2856,Ormalingen,4,Hauseigentümer/innen,116.0,402.6147161912,334.65794380927,470.57148857313,67.9567723819296,16.8788595272452,Schätzwert zuverlässig
2010/2014,BL,1304,Bezirk Sissach,2856,Ormalingen,5,andere Situation/unbekannt,12.0,34.2060446278,15.6965751528325,52.7155141027675,18.5094694749675,54.1116918847858,Schätzwert bedingt zuverlässig
2010/2014,BL,1304,Bezirk Sissach,2858,Rothenfluh,1,Mieter/innen oder Untermieter/innen,20.0,78.4735117552,45.4868978319123,111.460125678488,32.9866139232877,42.035348215574,Schätzwert bedingt zuverlässig
2010/2014,BL,1304,Bezirk Sissach,2858,Rothenfluh,2,Genossenschafter/innen,,,,,,,Kein Schätzwert (vertraulich)
2010/2014,BL,1304,Bezirk Sissach,2858,Rothenfluh,3,Stockwerk-/Wohnungseigentümer/innen,,,,,,,Kein Schätzwert (vertraulich)
2010/2014,BL,1304,Bezirk Sissach,2858,Rothenfluh,4,Hauseigentümer/innen,49.0,149.3210913477,112.234727792674,186.407454902726,37.0863635550261,24.8366545009165,Schätzwert bedingt zuverlässig
2010/2014,BL,1304,Bezirk Sissach,2858,Rothenfluh,5,andere Situation/unbekannt,5.0,13.0106690051,2.74516710736931,23.2761709028307,10.2655018977307,78.9006460290916,Schätzwert bedingt zuverlässig
2010/2014,BL,1304,Bezirk Sissach,2859,Rümlingen,1,Mieter/innen oder Untermieter/innen,8.0,35.3743577873,12.2411443410753,58.5075712335247,23.1332134462247,65.395430173802,Schätzwert bedingt zuverlässig
2010/2014,BL,1304,Bezirk Sissach,2859,Rümlingen,3,Stockwerk-/Wohnungseigentümer/innen,,,,,,,Kein Schätzwert (vertraulich)
2010/2014,BL,1304,Bezirk Sissach,2859,Rümlingen,4,Hauseigentümer/innen,19.0,74.1222006775,43.3001556220368,104.944245732963,30.8220450554632,41.5827441356841,Schätzwert bedingt zuverlässig
2010/2014,BL,1304,Bezirk Sissach,2859,Rümlingen,5,andere Situation/unbekannt,,,,,,,Kein Schätzwert (vertraulich)
2010/2014,BL,1304,Bezirk Sissach,2860,Rünenberg,1,Mieter/innen oder Untermieter/innen,23.0,88.8000391036,55.1055656010138,122.494512606186,33.6944735025862,37.9442102083716,Schätzwert bedingt zuverlässig
2010/2014,BL,1304,Bezirk Sissach,2860,Rünenberg,3,Stockwerk-/Wohnungseigentümer/innen,14.0,48.836022669,26.239484384141,71.4325609538591,22.5965382848591,46.2702264638001,Schätzwert bedingt zuverlässig
2010/2014,BL,1304,Bezirk Sissach,2860,Rünenberg,4,Hauseigentümer/innen,57.0,213.1558004478,161.331848015221,264.979752880379,51.8239524325792,24.3127103854114,Schätzwert zuverlässig
2010/2014,BL,1304,Bezirk Sissach,2860,Rünenberg,5,andere Situation/unbekannt,,,,,,,Kein Schätzwert (vertraulich)
2010/2014,BL,1304,Bezirk Sissach,2861,Sissach,1,Mieter/innen oder Untermieter/innen,354.0,1546.5770370926,1397.77414572234,1695.37992846286,148.802891370258,9.62143416082213,Schätzwert zuverlässig
2010/2014,BL,1304,Bezirk Sissach,2861,Sissach,2,Genossenschafter/innen,,,,,,,Kein Schätzwert (vertraulich)
2010/2014,BL,1304,Bezirk Sissach,2861,Sissach,3,Stockwerk-/Wohnungseigentümer/innen,71.0,273.2966583852,214.479332721658,332.113984048742,58.8173256635424,21.5214214513526,Schätzwert zuverlässig
2010/2014,BL,1304,Bezirk Sissach,2861,Sissach,4,Hauseigentümer/innen,234.0,750.9571340281,662.481782022578,839.432486033622,88.4753520055224,11.7816780740792,Schätzwert zuverlässig
2010/2014,BL,1304,Bezirk Sissach,2861,Sissach,5,andere Situation/unbekannt,28.0,93.2322648863,60.3457275110648,126.118802261535,32.8865373752352,35.2737728889688,Schätzwert bedingt zuverlässig
2010/2014,BL,1304,Bezirk Sissach,2862,Tecknau,1,Mieter/innen oder Untermieter/innen,34.0,149.4174685876,101.053402652074,197.781534523126,48.3640659355257,32.3684147460784,Schätzwert bedingt zuverlässig
2010/2014,BL,1304,Bezirk Sissach,2862,Tecknau,2,Genossenschafter/innen,,,,,,,Kein Schätzwert (vertraulich)
2010/2014,BL,1304,Bezirk Sissach,2862,Tecknau,3,Stockwerk-/Wohnungseigentümer/innen,,,,,,,Kein Schätzwert (vertraulich)
2010/2014,BL,1304,Bezirk Sissach,2862,Tecknau,4,Hauseigentümer/innen,48.0,147.588344494,110.324217501299,184.852471486701,37.2641269927013,25.2486923140575,Schätzwert bedingt zuverlässig
2010/2014,BL,1304,Bezirk Sissach,2862,Tecknau,5,andere Situation/unbekannt,6.0,25.0648644675,6.68771286433993,43.4420160706601,18.3771516031601,73.3183761156521,Schätzwert bedingt zuverlässig
2010/2014,BL,1304,Bezirk Sissach,2863,Tenniken,1,Mieter/innen oder Untermieter/innen,28.0,142.3387531855,93.1579771069353,191.519529264065,49.1807760785647,34.5519227743065,Schätzwert bedingt zuverlässig
2010/2014,BL,1304,Bezirk Sissach,2863,Tenniken,3,Stockwerk-/Wohnungseigentümer/innen,5.0,16.9170095084,4.14229472330899,29.691724293491,12.774714785091,75.5140249743776,Schätzwert bedingt zuverlässig
2010/2014,BL,1304,Bezirk Sissach,2863,Tenniken,4,Hauseigentümer/innen,72.0,234.1930911508,184.290004286718,284.096178014882,49.9030868640817,21.3085222193632,Schätzwert zuverlässig
2010/2014,BL,1304,Bezirk Sissach,2863,Tenniken,5,andere Situation/unbekannt,8.0,32.1652223742,11.6597402273719,52.6707045210281,20.5054821468281,63.750475306136,Schätzwert bedingt zuverlässig
2010/2014,BL,1304,Bezirk Sissach,2864,Thürnen,1,Mieter/innen oder Untermieter/innen,50.0,225.0506082778,167.67261083431,282.42860572129,57.3779974434904,25.4955975825063,Schätzwert zuverlässig
2010/2014,BL,1304,Bezirk Sissach,2864,Thürnen,3,Stockwerk-/Wohnungseigentümer/innen,19.0,69.8748535297,41.600683837029,98.149023222371,28.274169692671,40.4640128235162,Schätzwert bedingt zuverlässig
2010/2014,BL,1304,Bezirk Sissach,2864,Thürnen,4,Hauseigentümer/innen,89.0,281.373635388,228.030894082254,334.716376693746,53.342741305746,18.9579742367081,Schätzwert zuverlässig
2010/2014,BL,1304,Bezirk Sissach,2864,Thürnen,5,andere Situation/unbekannt,,,,,,,Kein Schätzwert (vertraulich)
2010/2014,BL,1304,Bezirk Sissach,2865,Wenslingen,1,Mieter/innen oder Untermieter/innen,16.0,62.8908443894,35.1650264905467,90.6166622882533,27.7258178988533,44.0856187701725,Schätzwert bedingt zuverlässig
2010/2014,BL,1304,Bezirk Sissach,2865,Wenslingen,3,Stockwerk-/Wohnungseigentümer/innen,,,,,,,Kein Schätzwert (vertraulich)
2010/2014,BL,1304,Bezirk Sissach,2865,Wenslingen,4,Hauseigentümer/innen,43.0,137.7454142052,100.30308574951,175.18774266089,37.4423284556896,27.1822685871136,Schätzwert bedingt zuverlässig
2010/2014,BL,1304,Bezirk Sissach,2865,Wenslingen,5,andere Situation/unbekannt,9.0,29.5722574905,11.6133928732998,47.5311221077002,17.9588646172002,60.7287577655153,Schätzwert bedingt zuverlässig
2010/2014,BL,1304,Bezirk Sissach,2866,Wintersingen,1,Mieter/innen oder Untermieter/innen,11.0,45.4367019769,20.6525927648394,70.2208111889606,24.7841092120606,54.5464528315916,Schätzwert bedingt zuverlässig
2010/2014,BL,1304,Bezirk Sissach,2866,Wintersingen,3,Stockwerk-/Wohnungseigentümer/innen,,,,,,,Kein Schätzwert (vertraulich)
2010/2014,BL,1304,Bezirk Sissach,2866,Wintersingen,4,Hauseigentümer/innen,45.0,155.5223755003,113.040115458296,198.004635542304,42.4822600420044,27.3158507933943,Schätzwert bedingt zuverlässig
2010/2014,BL,1304,Bezirk Sissach,2866,Wintersingen,5,andere Situation/unbekannt,5.0,11.3655002032,2.56925142447793,20.1617489819221,8.79624877872207,77.3942952044069,Schätzwert bedingt zuverlässig
2010/2014,BL,1304,Bezirk Sissach,2867,Wittinsburg,1,Mieter/innen oder Untermieter/innen,5.0,26.8418109265,5.5358905734682,48.1477312795318,21.3059203530318,79.3758677884032,Schätzwert bedingt zuverlässig
2010/2014,BL,1304,Bezirk Sissach,2867,Wittinsburg,4,Hauseigentümer/innen,32.0,105.0965594396,71.4651314268008,138.727987452399,33.6314280127992,32.0005033391483,Schätzwert bedingt zuverlässig
2010/2014,BL,1304,Bezirk Sissach,2867,Wittinsburg,5,andere Situation/unbekannt,,,,,,,Kein Schätzwert (vertraulich)
2010/2014,BL,1305,Bezirk Waldenburg,2881,Arboldswil,1,Mieter/innen oder Untermieter/innen,7.0,22.124115223,7.89249602882493,36.3557344171751,14.2316191941751,64.326274975191,Schätzwert bedingt zuverlässig
2010/2014,BL,1305,Bezirk Waldenburg,2881,Arboldswil,3,Stockwerk-/Wohnungseigentümer/innen,,,,,,,Kein Schätzwert (vertraulich)
2010/2014,BL,1305,Bezirk Waldenburg,2881,Arboldswil,4,Hauseigentümer/innen,46.0,149.72413415,109.599870032967,189.848398267033,40.124264117033,26.7987952275181,Schätzwert bedingt zuverlässig
2010/2014,BL,1305,Bezirk Waldenburg,2881,Arboldswil,5,andere Situation/unbekannt,,,,,,,Kein Schätzwert (vertraulich)
2010/2014,BL,1305,Bezirk Waldenburg,2882,Bennwil,1,Mieter/innen oder Untermieter/innen,22.0,98.4310513886,60.5936443611221,136.268458416078,37.8374070274779,38.440519016807,Schätzwert bedingt zuverlässig
2010/2014,BL,1305,Bezirk Waldenburg,2882,Bennwil,2,Genossenschafter/innen,,,,,,,Kein Schätzwert (vertraulich)
2010/2014,BL,1305,Bezirk Waldenburg,2882,Bennwil,3,Stockwerk-/Wohnungseigentümer/innen,,,,,,,Kein Schätzwert (vertraulich)
2010/2014,BL,1305,Bezirk Waldenburg,2882,Bennwil,4,Hauseigentümer/innen,41.0,120.1061297533,86.6696089053668,153.542650601233,33.4365208479333,27.8391460257794,Schätzwert bedingt zuverlässig
2010/2014,BL,1305,Bezirk Waldenburg,2882,Bennwil,5,andere Situation/unbekannt,,,,,,,Kein Schätzwert (vertraulich)
2010/2014,BL,1305,Bezirk Waldenburg,2883,Bretzwil,1,Mieter/innen oder Untermieter/innen,20.0,86.3628048755,51.0703002031156,121.655309547884,35.2925046723844,40.8653988522742,Schätzwert bedingt zuverlässig
2010/2014,BL,1305,Bezirk Waldenburg,2883,Bretzwil,4,Hauseigentümer/innen,56.0,171.2885374708,130.21584965871,212.36122528289,41.0726878120897,23.978655208666,Schätzwert zuverlässig
2010/2014,BL,1305,Bezirk Waldenburg,2883,Bretzwil,5,andere Situation/unbekannt,,,,,,,Kein Schätzwert (vertraulich)
2010/2014,BL,1305,Bezirk Waldenburg,2884,Diegten,1,Mieter/innen oder Untermieter/innen,55.0,229.1135820069,172.466533011218,285.760631002582,56.6470489956818,24.724439511393,Schätzwert zuverlässig
2010/2014,BL,1305,Bezirk Waldenburg,2884,Diegten,2,Genossenschafter/innen,,,,,,,Kein Schätzwert (vertraulich)
2010/2014,BL,1305,Bezirk Waldenburg,2884,Diegten,3,Stockwerk-/Wohnungseigentümer/innen,5.0,16.8550143942,4.11184445336541,29.5981843350346,12.7431699408346,75.6046221189799,Schätzwert bedingt zuverlässig
2010/2014,BL,1305,Bezirk Waldenburg,2884,Diegten,4,Hauseigentümer/innen,116.0,370.4900988488,309.022562108807,431.957635588793,61.4675367399933,16.5908716402915,Schätzwert zuverlässig
2010/2014,BL,1305,Bezirk Waldenburg,2884,Diegten,5,andere Situation/unbekannt,11.0,35.2019804869,15.7364087951947,54.6675521786053,19.4655716917053,55.2968083683508,Schätzwert bedingt zuverlässig
2010/2014,BL,1305,Bezirk Waldenburg,2885,Eptingen,1,Mieter/innen oder Untermieter/innen,21.0,86.3016799633,52.3177125440853,120.285647382515,33.9839674192147,39.3781064675293,Schätzwert bedingt zuverlässig
2010/2014,BL,1305,Bezirk Waldenburg,2885,Eptingen,3,Stockwerk-/Wohnungseigentümer/innen,,,,,,,Kein Schätzwert (vertraulich)
2010/2014,BL,1305,Bezirk Waldenburg,2885,Eptingen,4,Hauseigentümer/innen,32.0,113.5847048117,76.3697454086288,150.799664214771,37.2149594030712,32.7640587390405,Schätzwert bedingt zuverlässig
2010/2014,BL,1305,Bezirk Waldenburg,2885,Eptingen,5,andere Situation/unbekannt,,,,,,,Kein Schätzwert (vertraulich)
2010/2014,BL,1305,Bezirk Waldenburg,2886,Hölstein,1,Mieter/innen oder Untermieter/innen,85.0,348.9257309889,280.343172900422,417.508289077378,68.5825580884784,19.6553455355977,Schätzwert zuverlässig
2010/2014,BL,1305,Bezirk Waldenburg,2886,Hölstein,3,Stockwerk-/Wohnungseigentümer/innen,29.0,101.0409461819,67.547226143955,134.534666219845,33.493720037945,33.1486603239518,Schätzwert bedingt zuverlässig
2010/2014,BL,1305,Bezirk Waldenburg,2886,Hölstein,4,Hauseigentümer/innen,174.0,590.0232636728,509.926156681299,670.120370664301,80.0971069915011,13.57524557471,Schätzwert zuverlässig
2010/2014,BL,1305,Bezirk Waldenburg,2886,Hölstein,5,andere Situation/unbekannt,18.0,52.7086621553,31.0156255806367,74.4016987299633,21.6930365746633,41.1564924769808,Schätzwert bedingt zuverlässig
2010/2014,BL,1305,Bezirk Waldenburg,2887,Lampenberg,1,Mieter/innen oder Untermieter/innen,9.0,43.1025087705,17.0846596647501,69.1203578762499,26.0178491057499,60.3627256229616,Schätzwert bedingt zuverlässig
2010/2014,BL,1305,Bezirk Waldenburg,2887,Lampenberg,3,Stockwerk-/Wohnungseigentümer/innen,,,,,,,Kein Schätzwert (vertraulich)
