jahr,bfs_nummer,gemeinde,indikator,wert
2013,2864,Thürnen,Anzahl_Steuerpflichtige,800.0
2013,2865,Wenslingen,Anzahl_Steuerpflichtige,402.0
2013,2866,Wintersingen,Anzahl_Steuerpflichtige,378.0
2013,2867,Wittinsburg,Anzahl_Steuerpflichtige,218.0
2013,2882,Bennwil,Anzahl_Steuerpflichtige,348.0
2013,2886,Hölstein,Anzahl_Steuerpflichtige,1372.0
2013,2889,Lauwil,Anzahl_Steuerpflichtige,217.0
2013,2893,Reigoldswil,Anzahl_Steuerpflichtige,946.0
2013,2895,Waldenburg,Anzahl_Steuerpflichtige,750.0
2013,2762,Allschwil,Steuerbares_Einkommen_CHF,825888935.0
2013,2765,Binningen,Steuerbares_Einkommen_CHF,796084700.0
2013,2768,Ettingen,Steuerbares_Einkommen_CHF,202213771.0
2013,2769,Münchenstein,Steuerbares_Einkommen_CHF,444414936.0
2013,2770,Muttenz,Steuerbares_Einkommen_CHF,710086343.0
2013,2772,Pfeffingen,Steuerbares_Einkommen_CHF,116851274.0
2013,2775,Therwil,Steuerbares_Einkommen_CHF,448001627.0
2013,2781,Blauen,Steuerbares_Einkommen_CHF,28432796.0
2013,2782,Brislach,Steuerbares_Einkommen_CHF,50848482.0
2013,2824,Frenkendorf,Steuerbares_Einkommen_CHF,228988764.0
2013,2825,Füllinsdorf,Steuerbares_Einkommen_CHF,163673537.0
2013,2826,Giebenach,Steuerbares_Einkommen_CHF,40156266.0
2013,2827,Hersberg,Steuerbares_Einkommen_CHF,13731424.0
2013,2828,Lausen,Steuerbares_Einkommen_CHF,171868777.0
2013,2831,Pratteln,Steuerbares_Einkommen_CHF,496054896.0
2013,2832,Ramlinsburg,Steuerbares_Einkommen_CHF,30097904.0
2013,2833,Seltisberg,Steuerbares_Einkommen_CHF,60340862.0
2013,2841,Anwil,Steuerbares_Einkommen_CHF,18561458.0
2013,2842,Böckten,Steuerbares_Einkommen_CHF,30963780.0
2013,2891,Niederdorf,Steuerbares_Einkommen_CHF,54534426.0
2013,2895,Waldenburg,Steuerbares_Einkommen_CHF,36500176.0
2022,2762,Allschwil,Anzahl_Steuerpflichtige,13499.0
2022,2781,Blauen,Anzahl_Steuerpflichtige,449.0
2022,2782,Brislach,Anzahl_Steuerpflichtige,1054.0
2022,2787,Laufen,Anzahl_Steuerpflichtige,3837.0
2022,2789,Nenzlingen,Anzahl_Steuerpflichtige,291.0
2022,2823,Bubendorf,Anzahl_Steuerpflichtige,2581.0
2022,2824,Frenkendorf,Anzahl_Steuerpflichtige,3761.0
2022,2825,Füllinsdorf,Anzahl_Steuerpflichtige,2735.0
2022,2826,Giebenach,Anzahl_Steuerpflichtige,644.0
2022,2855,Oltingen,Anzahl_Steuerpflichtige,299.0
2022,2861,Sissach,Anzahl_Steuerpflichtige,4293.0
2022,2862,Tecknau,Anzahl_Steuerpflichtige,474.0
2022,2864,Thürnen,Anzahl_Steuerpflichtige,903.0
2022,2881,Arboldswil,Anzahl_Steuerpflichtige,356.0
2022,2883,Bretzwil,Anzahl_Steuerpflichtige,457.0
2022,2893,Reigoldswil,Anzahl_Steuerpflichtige,958.0
2022,2763,Arlesheim,Steuerbares_Einkommen_CHF,520393307.0
2022,2770,Muttenz,Steuerbares_Einkommen_CHF,776145453.0
2022,2772,Pfeffingen,Steuerbares_Einkommen_CHF,142515498.0
2022,2790,Roggenburg,Steuerbares_Einkommen_CHF,8584705.0
2022,2822,Augst,Steuerbares_Einkommen_CHF,44175142.0
2022,2823,Bubendorf,Steuerbares_Einkommen_CHF,171326216.0
